precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
20,GORJ,"CĂMINUL CULTURAL BOBU",297,SCOARŢA,81861,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:24",998,950,2,32,14,620,573,1,32,14,599,21,1000,380,28,126,78,352,11,4
20,GORJ,"CĂMINUL CULTURAL BUDIENI",298,SCOARŢA,81861,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:48:19",671,609,0,46,16,448,386,0,46,16,431,12,700,257,16,59,45,273,38,0
20,GORJ,"CĂMINUL CULTURAL POMPILIU MARCEA",296,SCOARŢA,81861,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:20:28",775,712,0,43,20,477,417,0,43,17,466,11,800,323,49,137,19,254,4,3
20,GORJ,"ŞCOALA PRIMARĂ COPĂCIOASA",299,SCOARŢA,81861,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:37:48",766,725,1,30,10,487,447,0,30,10,477,10,800,313,30,123,14,272,20,18
20,GORJ,"ŞCOALA PRIMARĂ PIŞTEŞTII DIN DEAL",300,SCOARŢA,81861,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:35:43",898,871,0,16,11,402,375,0,16,11,297,10,964,552,14,42,4,162,73,2
