precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEJLOVEANU CĂTĂLIN-THEODOR-PARTIDUL NAȚIONAL LIBERAL-voturi","TRĂISTARU VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","IACIU ADRIAN-DĂNUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
36,TELEORMAN,"CĂMIN CULTURAL",121,BUZESCU,152332,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:32:48",1208,1074,1,81,52,774,641,0,81,52,749,25,1235,461,259,472,18
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL",122,BUZESCU,152332,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:56:40",1237,1158,0,29,50,777,698,0,29,50,676,21,1275,578,144,517,15
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ BUZESCU",123,BUZESCU,152332,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:55",1201,1119,0,29,53,769,691,0,29,49,733,18,1225,474,250,470,13
