precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
9,BRĂILA,"CĂMINUL CULTURAL MĂGURENI",203,MĂRAŞU,43493,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:58:48",399,395,0,2,2,230,226,0,2,2,220,10,450,220,120,11,11,78
9,BRĂILA,"CĂMINUL CULTURAL MĂRAȘU",201,MĂRAŞU,43493,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:11:37",717,708,0,5,4,464,455,0,5,4,443,21,800,336,255,34,29,125
9,BRĂILA,"ȘCOALA GIMNAZIALĂ ȚĂCĂU",205,MĂRAŞU,43493,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:04:26",507,496,0,4,7,365,354,0,4,7,337,28,543,178,219,9,11,98
9,BRĂILA,"ȘCOALA PRIMARA BĂNDOIU",202,MĂRAŞU,43493,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:48:20",317,314,0,1,2,220,217,0,1,2,210,7,350,130,141,8,42,19
9,BRĂILA,"ȘCOALA PRIMARA PLOPI",204,MĂRAŞU,43493,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:46:06",128,124,0,4,0,80,76,0,4,0,75,5,140,60,34,9,5,27
