precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CONEAC MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROTARU GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞIPOTEANU GHEORGHE-CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
24,IAŞI,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ŢIBANA",717,ŢIBANA,99673,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:10",736,731,0,4,1,310,305,0,4,1,292,18,800,490,32,176,84
24,IAŞI,"ŞCOALA GIMNAZIALĂ ALEXENI",718,ŢIBANA,99673,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:13:06",622,620,0,2,0,224,222,0,2,0,208,16,700,476,14,160,34
24,IAŞI,"ŞCOALA GIMNAZIALĂ DOMNIŢA",719,ŢIBANA,99673,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:20",1148,1144,0,3,1,369,365,0,3,1,332,31,1148,0,44,184,104
24,IAŞI,"ŞCOALA GIMNAZIALĂ GÎRBEŞTI",720,ŢIBANA,99673,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:24",894,894,0,0,0,328,328,0,0,0,303,25,1000,672,8,147,148
24,IAŞI,"SCOALA GIMNAZIALĂ POIANA MĂNĂSTIRII",723,ŢIBANA,99673,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:28:54",376,372,0,4,0,154,150,0,4,0,147,7,400,246,12,104,31
24,IAŞI,"ŞCOALA GIMNAZIALĂ RUNCU",724,ŢIBANA,99673,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:25:26",426,424,0,2,0,196,194,0,2,0,188,8,500,304,11,86,91
24,IAŞI,"ŞCOALA PRIMARĂ GÎRBEŞTI",721,ŢIBANA,99673,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:09:58",971,969,0,2,0,334,332,0,2,0,317,17,1000,666,8,176,133
24,IAŞI,"ŞCOALA PRIMARĂ POIANA DE SUS",722,ŢIBANA,99673,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:42:23",425,423,0,2,0,151,149,0,2,0,151,0,500,349,6,88,57
24,IAŞI,"ŞCOALA PRIMARĂ VADU VEJEI",725,ŢIBANA,99673,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:50:27",298,293,0,5,0,125,120,0,5,0,114,11,380,255,5,82,27
