precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MATEI EMANUEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MARIN VOICU-PARTIDUL SOCIAL DEMOCRAT-voturi","ENE ION-UNIUNEA SALVAȚI ROMÂNIA-voturi","RĂCARU ROMEO-MARIAN-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","OPREA DANIEL-ALIANȚA PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"LICEUL CIORANI",374,CIORANI,132681,1,PROV,PRCNCT,P,P_SV,"2024-06-10 11:23:32",932,917,0,6,9,540,525,0,6,9,514,26,1021,481,38,214,9,34,219
31,PRAHOVA,"LICEUL CIORANI",375,CIORANI,132681,1,PART,PRCNCT,P,P_SV,"2024-06-10 17:04:50",1486,1479,0,2,5,753,746,0,2,5,728,25,1633,880,128,300,9,39,252
31,PRAHOVA,PRIMĂRIA,378,CIORANI,132681,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:00:32",925,911,1,7,6,554,540,1,7,6,530,24,1003,449,36,259,58,23,154
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV",376,CIORANI,132681,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:19:09",963,954,0,4,5,544,535,0,4,5,537,7,1050,506,40,234,15,38,210
31,PRAHOVA,"ȘCOALA GENERALĂ CIORANII DE SUS",377,CIORANI,132681,1,PROV,PRCNCT,P,P_SV,"2024-06-10 16:25:22",865,851,0,6,8,531,517,0,6,8,478,19,937,433,39,270,24,21,124
