precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TULBURE CLAUDIA-PARTIDUL SOCIAL DEMOCRAT-voturi","MIRIŞAN MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
33,SĂLAJ,"CAMIN CULTURAL HOROATU CRASNEI",185,"HOROATU CRASNEI",141535,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:26:36",795,737,0,37,21,537,479,0,37,21,530,7,850,313,252,278
33,SĂLAJ,"CĂMINUL CULTURAL",188,"HOROATU CRASNEI",141535,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:17:45",228,183,0,43,2,155,110,0,43,2,147,8,218,63,25,122
33,SĂLAJ,"SCOALA GENERALA",187,"HOROATU CRASNEI",141535,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:03",832,787,0,36,9,488,443,0,36,9,477,11,850,362,31,446
33,SĂLAJ,"ȘCOALA HUREZ",186,"HOROATU CRASNEI",141535,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:42:56",290,271,0,18,1,174,155,0,18,1,168,6,300,126,11,157
