precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUZEA CRISTIAN-PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","MORARU REMUS-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","COSTEA DANELUŞ-PARTIDUL SOCIAL DEMOCRAT-voturi","OPRINA GHEORGHE-CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BURNESCU FLORINEL-PAUL-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2",267,"ORAŞ SLĂNIC",131577,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:23:51",927,911,1,10,5,589,574,0,10,5,569,20,1029,440,65,86,151,19,248
31,PRAHOVA,"LICEUL TEORETIC ”ŞERBAN VODĂ”",264,"ORAŞ SLĂNIC",131577,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:35:55",1033,1024,0,5,4,605,596,0,5,4,595,10,1123,518,102,160,161,55,117
31,PRAHOVA,"LICEUL TEORETIC ”ŞERBAN VODĂ”",265,"ORAŞ SLĂNIC",131577,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:51",1157,1136,1,13,7,632,612,0,13,7,621,11,1246,614,129,158,144,67,123
31,PRAHOVA,"SCOALA GROSANI",266,"ORAŞ SLĂNIC",131577,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:54:07",1340,1313,1,21,5,777,751,0,21,5,750,27,1441,664,69,125,370,93,93
