precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ELENA MIHAIL-FĂNICĂ-PARTIDUL S.O.S. ROMÂNIA-voturi","TROACĂ MIHĂIŢĂ-GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CORLAN ILIE-LAURENŢIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANTONIE SERAFIM-PARTIDUL NAȚIONAL LIBERAL-voturi"
20,GORJ,"CĂMIN CULTURAL CĂLUGĂRENI",258,PADEŞ,81095,2,PART,PRCNCT,P,P_SV,"2024-06-13 19:42:04",878,856,1,8,13,604,583,0,8,13,579,25,1000,396,9,351,18,201
20,GORJ,"ȘCOALA GENERALĂ CERNA SAT",260,PADEŞ,81095,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:41",52,45,0,7,0,44,37,0,7,0,42,2,100,56,0,29,3,10
20,GORJ,"ȘCOALA GIMNAZIALĂ MOTRU-SEC",261,PADEŞ,81095,3,PART,PRCNCT,P,P_SV,"2024-06-13 20:31:32",1637,1614,1,7,15,1145,1123,0,7,15,1109,36,1759,614,4,685,30,390
20,GORJ,"ȘCOALA GIMNAZIALĂ PADEȘ",259,PADEŞ,81095,2,PART,PRCNCT,P,P_SV,"2024-06-13 19:59:14",1341,1317,1,11,12,883,860,0,11,12,843,40,1400,517,15,465,24,339
