precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRAI SORIN-DORIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GOIA MARCEL-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PUŞCAŞ ADRIAN-EMILIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TIMIŞ NICOLAE-PARTIDUL MIȘCAREA POPULARĂ-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL SILVAŞU DE JOS",220,"ORAŞ HAŢEG",87576,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:46",243,212,0,23,8,243,212,0,23,8,240,3,350,107,36,16,112,76
22,HUNEDOARA,"CĂMINUL CULTURAL SILVAȘU DE SUS",221,"ORAŞ HAŢEG",87576,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:05",253,240,0,9,4,202,189,0,9,4,197,5,316,114,25,14,113,45
22,HUNEDOARA,"CANTINA SOCIALĂ HAŢEG",218,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:13:28",1746,1671,10,32,33,1138,1070,3,32,33,1055,15,1800,662,299,190,344,222
22,HUNEDOARA,"COLEGIUL NAŢIONAL ”I.C.BRĂTIANU” HAŢEG",217,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:57:28",1475,1424,1,38,12,837,786,1,38,12,805,17,1600,778,219,122,257,207
22,HUNEDOARA,"PRIMĂRIA ORAŞULUI HAŢEG",214,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,P,P_SV,"2024-06-10 13:55:58",1485,1429,1,39,16,942,887,0,39,16,916,26,1600,658,329,133,265,189
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ ”ARON DENSUȘIANU”, HAȚEG",216,"ORAŞ HAŢEG",87576,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:24:48",1601,1546,0,49,6,927,872,0,49,6,902,25,1710,783,275,184,214,229
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ ”OVID DENSUȘIANU”, HAȚEG",215,"ORAŞ HAŢEG",87576,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:51:48",1517,1485,2,19,11,878,848,0,19,11,857,21,1600,722,254,139,237,227
22,HUNEDOARA,"ŞCOALA PRIMARĂ NĂLAŢVAD",219,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:25:24",352,336,0,11,5,231,215,0,11,5,228,3,389,158,53,34,103,38
