precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi"
31,PRAHOVA,"CENTRUL CULTURAL VÎLCĂNEŞTI",621,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:01:47",1390,1379,0,4,7,826,815,0,4,7,785,41,1500,670,426,112,51,43,153
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 VÎLCĂNEŞTI",622,VÂLCĂNEŞTI,136198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:12:55",703,699,1,1,2,411,408,0,1,2,398,13,800,389,223,76,22,13,64
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV TRESTIOARA",624,VÂLCĂNEŞTI,136198,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:06",337,330,0,4,3,186,179,0,4,3,171,15,364,178,74,24,23,8,42
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ,COMUNA VÎLCĂNEŞTI, SAT CÎRJARI",623,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,CL,CL_SV,"2024-06-11 12:05:27",585,559,2,5,19,298,274,0,5,19,279,18,600,303,135,91,16,13,24
