precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FĂRTAN IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CIORNEA ROMOLUS-PARTIDUL SOCIAL DEMOCRAT-voturi","BOCA IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
13,CLUJ,"CAMIN CULT. SAMBOIENI",627,SÂNMĂRTIN,59498,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:10:28",106,100,1,5,0,73,68,0,5,0,69,4,100,27,60,2,7
13,CLUJ,"PRIMARIA SANMARTIN",621,SÂNMĂRTIN,59498,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:12",202,189,0,13,0,121,108,0,13,0,116,5,177,56,88,14,14
13,CLUJ,"SC. GIMNAZIALA CUTCA",623,SÂNMĂRTIN,59498,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:51:37",388,278,0,97,13,335,225,0,97,13,323,12,360,25,254,3,66
13,CLUJ,"SC. PRIM. CEABA",622,SÂNMĂRTIN,59498,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:27:48",173,166,0,7,0,121,114,0,7,0,117,4,186,65,99,7,11
13,CLUJ,"SC. PRIM. DIV-MARI",624,SÂNMĂRTIN,59498,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:21:01",134,109,0,25,0,97,72,0,25,0,94,3,121,24,75,10,9
13,CLUJ,"SC. PRIM. DIV-MICI",625,SÂNMĂRTIN,59498,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:19:46",41,22,0,19,0,41,22,0,19,0,41,0,48,7,31,3,7
13,CLUJ,"SC. PRIM. MAHAL",626,SÂNMĂRTIN,59498,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:31:44",66,56,0,10,0,43,33,0,10,0,41,2,52,9,31,4,6
13,CLUJ,"SC. PRIM. TARGUSOR",628,SÂNMĂRTIN,59498,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:03:19",97,88,0,9,0,63,54,0,9,0,59,4,77,14,39,15,5
