precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL CU 4 GRUPE",128,"ORAŞ BERBEŞTI",168602,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:15:23",1056,1023,2,19,12,558,525,2,19,12,527,31,1140,582,149,37,241,13,87
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 (GRĂDINIȚA CU PROGRAM NORMAL CU 4 GRUPE)",127,"ORAŞ BERBEŞTI",168602,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:40:15",867,856,0,10,1,370,359,0,10,1,352,18,950,580,103,52,140,16,41
40,VÂLCEA,"GRUP ȘCOLAR PREDA BUZESCU",130,"ORAŞ BERBEŞTI",168602,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:41:35",879,868,0,4,7,472,461,0,4,7,427,45,960,488,144,23,127,17,116
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I- VIII BERBEȘTI",129,"ORAŞ BERBEŞTI",168602,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:40:29",1422,1403,0,8,11,859,840,0,8,11,813,46,1580,721,344,76,197,49,147
