county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-2","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-g8","PARTIDUL PATRIOȚII POPORULUI ROMÂN-voturi","PARTIDUL PATRIOȚII POPORULUI ROMÂN-mandate-faza-1","PARTIDUL PATRIOȚII POPORULUI ROMÂN-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-1","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","VAIDA NICOLAE-voturi","VAIDA NICOLAE-mandate-faza-1","VAIDA NICOLAE-mandate-faza-2","TURCAN CLAUDIU-PAŞCU-voturi","TURCAN CLAUDIU-PAŞCU-mandate-faza-1","TURCAN CLAUDIU-PAŞCU-mandate-faza-2","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-mandate-faza-1","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-mandate-faza-2","CORB FLORIN-voturi","CORB FLORIN-mandate-faza-1","CORB FLORIN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","VANCSA GHEORGHE-voturi","VANCSA GHEORGHE-mandate-faza-1","VANCSA GHEORGHE-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","PEK IOSIF-voturi","PEK IOSIF-mandate-faza-1","PEK IOSIF-mandate-faza-2","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL OAMENILOR TINERI-mandate-faza-1","PARTIDUL OAMENILOR TINERI-mandate-faza-2","ALIANȚA PENTRU LUGAȘ-voturi","ALIANȚA PENTRU LUGAȘ-mandate-faza-1","ALIANȚA PENTRU LUGAȘ-mandate-faza-2","DEGĂU ALEXANDRU-SILVIU-voturi","DEGĂU ALEXANDRU-SILVIU-mandate-faza-1","DEGĂU ALEXANDRU-SILVIU-mandate-faza-2","CIARNĂU CLAUDIU-IOAN-voturi","CIARNĂU CLAUDIU-IOAN-mandate-faza-1","CIARNĂU CLAUDIU-IOAN-mandate-faza-2","ROXIN ALEXANDRU-TRAIAN-voturi","ROXIN ALEXANDRU-TRAIAN-mandate-faza-1","ROXIN ALEXANDRU-TRAIAN-mandate-faza-2","STAN MIHAELA-voturi","STAN MIHAELA-mandate-faza-1","STAN MIHAELA-mandate-faza-2","ALIC ARTHUR-AMADEUS-voturi","ALIC ARTHUR-AMADEUS-mandate-faza-1","ALIC ARTHUR-AMADEUS-mandate-faza-2","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-voturi","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA CREȘTIN DEMOCRATĂ DIN ROMÂNIA-mandate-faza-2","BADEA CRISTIAN-MARCEL-voturi","BADEA CRISTIAN-MARCEL-mandate-faza-1","BADEA CRISTIAN-MARCEL-mandate-faza-2","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-1","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-2","MAIOR LIVIU-voturi","MAIOR LIVIU-mandate-faza-1","MAIOR LIVIU-mandate-faza-2","TIPEA IONUŢ-ALEXANDRU-voturi","TIPEA IONUŢ-ALEXANDRU-mandate-faza-1","TIPEA IONUŢ-ALEXANDRU-mandate-faza-2","HEGEDÜS HAJNALKA-KATALIN-voturi","HEGEDÜS HAJNALKA-KATALIN-mandate-faza-1","HEGEDÜS HAJNALKA-KATALIN-mandate-faza-2","PARTIDUL SATULUI ROMÂNESC-voturi","PARTIDUL SATULUI ROMÂNESC-mandate-faza-1","PARTIDUL SATULUI ROMÂNESC-mandate-faza-2","POPA IOAN-voturi","POPA IOAN-mandate-faza-1","POPA IOAN-mandate-faza-2","SZABÓ LÁSZLÓ-LEHEL-voturi","SZABÓ LÁSZLÓ-LEHEL-mandate-faza-1","SZABÓ LÁSZLÓ-LEHEL-mandate-faza-2","CUC FLORIN-FRANCISC-voturi","CUC FLORIN-FRANCISC-mandate-faza-1","CUC FLORIN-FRANCISC-mandate-faza-2","UNIUNEA NAȚIUNII ROMÂNE-voturi","UNIUNEA NAȚIUNII ROMÂNE-mandate-faza-1","UNIUNEA NAȚIUNII ROMÂNE-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","COTUNA DANTES-RAUL-voturi","COTUNA DANTES-RAUL-mandate-faza-1","COTUNA DANTES-RAUL-mandate-faza-2","VUŞCAN IOAN-CRISTIAN-voturi","VUŞCAN IOAN-CRISTIAN-mandate-faza-1","VUŞCAN IOAN-CRISTIAN-mandate-faza-2"
5,BIHOR,"GIRIŞU DE CRIŞ",29467,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:39:42",3245,3166,4,50,25,2147,2072,0,50,25,1990,138,3473,1345,99,139,159,143,162,1,0,535,3,1,313,2,0,0,223,1,1,0,0,0,0,0,0,0,634,4,0,0,0,0,25,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"HIDIŞELU DE SUS",29519,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:40:21",2905,2562,15,251,77,2247,1913,6,251,77,2205,41,2893,647,110,154,176,164,66,0,0,1022,6,0,0,0,0,0,806,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,HOLOD,29573,2,FINAL,UAT,CL,CL_CE,"2024-06-12 16:51:02",2764,2326,5,181,252,1826,1390,3,181,252,1688,134,2594,772,84,118,135,129,176,1,0,1302,10,0,0,0,0,0,210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"HUSASĂU DE TINCA",29662,2,FINAL,UAT,CL,CL_CE,"2024-06-15 12:37:36",2037,1844,5,118,70,1246,1058,1,118,69,1195,51,2042,796,59,83,95,100,81,0,1,203,2,0,0,0,0,0,826,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,INEU,29724,2,FINAL,UAT,CL,CL_CE,"2024-06-17 09:58:55",3748,3697,5,45,1,2148,2103,0,45,0,1991,157,4080,1930,99,139,159,132,133,1,0,615,4,1,120,0,0,1,1123,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,LĂZĂRENI,29813,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:57:47",2640,2449,9,132,50,1891,1708,1,132,50,1851,40,2708,817,92,129,148,137,0,0,0,1514,11,0,0,0,0,0,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"LAZURI DE BEIUŞ",29760,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:25:45",1357,1309,0,18,30,1018,970,0,18,30,985,33,1423,405,49,68,78,89,0,0,0,756,8,1,0,0,0,0,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"LUGAŞU DE JOS",29902,2,FINAL,UAT,CL,CL_CE,"2024-06-17 10:34:46",2993,2796,3,100,94,2060,1866,0,100,94,1952,108,3061,1001,97,136,156,139,78,0,0,187,1,0,972,6,1,0,274,1,1,3,0,0,191,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,LUNCA,29948,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:36:24",2446,2187,8,197,54,1908,1656,1,197,54,1877,31,2462,552,93,131,150,165,130,0,1,846,5,0,0,0,0,0,839,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,MĂDĂRAS,30014,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:12:11",2354,2264,6,34,50,1470,1385,1,34,50,1424,46,2523,1053,71,99,113,129,0,0,0,1015,7,1,0,0,0,0,332,2,0,0,0,0,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,MĂGEŞTI,30069,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:25:55",2140,2031,4,69,36,1508,1404,1,67,36,1452,56,2323,814,72,101,116,128,86,0,1,546,4,0,89,0,0,1,438,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"MUNICIPIUL BEIUŞ",26804,1,FINAL,UAT,CL,CL_CE,"2024-06-10 15:40:46",8826,8634,10,120,62,5118,4933,3,120,62,4938,124,9693,4629,246,345,395,278,211,0,0,2687,9,1,248,0,0,1,1090,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,1,1,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"MUNICIPIUL MARGHITA",26877,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:39:03",14154,13902,24,96,132,7307,7078,1,96,132,7123,184,15268,7961,356,498,569,384,223,0,0,2206,5,1,3344,8,1,0,989,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"MUNICIPIUL ORADEA",26564,3,FINAL,UAT,CL,CL_CE,"2024-06-14 10:11:26",181865,178741,1532,1343,249,76547,74926,43,1333,245,75317,1217,200893,124350,3765,5272,6025,2567,4058,1,1,43767,17,0,12492,4,1,0,9017,3,0,0,0,0,0,0,0,0,578,0,0,0,0,0,447,0,0,3337,0,0,0,0,0,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"MUNICIPIUL SALONTA",26975,2,FINAL,UAT,CL,CL_CE,"2024-06-16 13:29:45",15649,15429,52,92,76,7852,7680,4,92,76,7610,223,17122,9281,380,532,608,401,269,0,0,1074,2,1,4752,11,1,0,591,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,409,1,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,92,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,NOJORID,30149,2,FINAL,UAT,CL,CL_CE,"2024-06-17 10:32:09",6016,5843,14,131,28,3468,3330,3,107,28,3327,106,6430,2997,166,232,266,197,376,1,1,1467,7,0,48,0,0,0,698,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,422,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,OLCEA,30229,2,FINAL,UAT,CL,CL_CE,"2024-06-15 13:13:07",2132,2094,1,18,19,1250,1214,0,18,18,1188,50,2325,1075,59,83,95,108,270,2,0,616,5,1,0,0,0,0,172,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"ORAŞ ALEŞD",26699,2,FINAL,UAT,CL,CL_CE,"2024-06-15 13:07:37",8923,8783,24,97,19,4634,4516,2,97,19,4431,203,9690,5056,221,310,354,260,0,0,0,1810,6,1,566,2,0,0,1309,5,0,0,0,0,330,1,0,0,0,0,0,0,0,0,0,0,0,416,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"ORAŞ NUCET",26920,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:29:04",2021,1732,0,212,77,1413,1177,0,162,74,1372,41,1876,463,68,96,109,124,0,0,0,729,5,1,0,0,0,0,643,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"ORAŞ SĂCUENI",30915,2,FINAL,UAT,CL,CL_CE,"2024-06-17 19:54:28",9663,9446,22,85,110,5844,5648,1,85,110,5417,399,10527,4711,270,379,433,307,83,0,0,270,0,1,3032,9,1,0,345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"ORAŞ ŞTEI",26840,2,FINAL,UAT,CL,CL_CE,"2024-06-13 17:25:46",5405,5205,6,166,28,3006,2812,0,166,28,2936,70,6083,3045,146,205,234,195,202,1,0,1726,8,1,0,0,0,0,748,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"ORAŞ VALEA LUI MIHAI",32027,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:57:27",8873,8763,33,40,37,4527,4450,0,40,37,4396,131,9774,5247,219,307,351,245,0,0,0,216,0,0,2507,10,0,0,1152,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,"ORAŞ VAŞCĂU",27007,2,FINAL,UAT,CL,CL_CE,"2024-06-16 13:33:06",2116,1806,8,216,86,1564,1262,0,216,86,1518,46,2008,444,75,106,121,138,154,1,0,344,2,1,0,0,0,0,594,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1,0,238,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,OŞORHEI,30274,2,FINAL,UAT,CL,CL_CE,"2024-06-17 10:41:54",6316,6169,26,119,2,3520,3396,3,119,2,3418,98,6825,3309,170,239,273,215,198,0,1,2503,11,1,345,1,0,0,167,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,PALEU,32161,2,FINAL,UAT,CL,CL_CE,"2024-06-16 13:55:54",3216,3046,25,104,41,2091,1946,0,104,41,2043,41,3333,1242,102,143,163,150,0,0,0,689,4,1,946,6,0,0,316,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,BIHOR,PETREU,27169,1,FINAL,UAT,CL,CL_CE,"2024-06-10 05:49:27",2429,2390,4,22,13,1155,1118,2,22,13,1072,83,2670,1515,53,75,85,82,0,0,0,179,2,0,763,9,0,0,130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
