precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUBOTARU IONELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ENACHE ADRIANA-PARTIDUL NAȚIONAL LIBERAL-voturi","BUCUR GEORGE-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ZGĂVĂRDICI GELU-NICOLAE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","OPRIŞAN ŞTEFAN-BOGDAN-voturi"
4,BACĂU,"CĂMINUL CULTURAL SATUL MĂNĂSTIREA CAŞIN",438,"MĂNĂSTIREA CAŞIN",23449,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:57:27",549,546,0,0,3,296,293,0,0,3,290,6,600,304,4,162,113,9,2
4,BACĂU,"CĂMINUL CULTURAL SATUL MĂNĂSTIREA CAŞIN",436,"MĂNĂSTIREA CAŞIN",23449,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:35:10",1486,1478,0,5,3,789,781,0,5,3,730,59,1500,615,9,286,412,10,13
4,BACĂU,"ŞCOALA GENERALA.NR.2 MĂNĂSTIREA CAŞIN",439,"MĂNĂSTIREA CAŞIN",23449,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:42:11",1634,1620,0,6,8,922,908,0,6,8,864,58,1800,878,18,404,412,18,12
4,BACĂU,"ŞCOALA LUPEŞTI",437,"MĂNĂSTIREA CAŞIN",23449,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:32:09",625,618,0,6,1,326,319,0,6,1,309,17,700,268,7,122,159,2,19
