precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GURĂU RELU-SORINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ROTARU DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi"
9,BRĂILA,"CĂMIN CULTURAL CONSTANTIN GABRIELESCU",167,"BORDEI VERDE",42913,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:56",501,490,0,9,2,330,319,0,9,2,323,7,530,200,123,200
9,BRĂILA,"CĂMINUL CULTURAL LIȘCOTEANCA",168,"BORDEI VERDE",42913,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:42:09",436,427,0,9,0,271,262,0,9,0,260,11,438,167,57,203
9,BRĂILA,"CLĂDIRE SALA SPORT BORDEI VERDE",166,"BORDEI VERDE",42913,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:18:40",1083,1072,0,7,4,692,681,0,7,4,676,16,1200,508,243,433
