precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUSA LEVENTE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ZSIGMOND ZOLTÁN-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
15,COVASNA,"CĂMINUL CULTURAL CATALINA",123,CATALINA,64130,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:06",1085,1082,1,0,2,621,619,0,0,2,596,25,1125,504,308,288
15,COVASNA,"CĂMINUL CULTURAL HĂTIUCA",124,CATALINA,64130,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:27:30",369,366,1,2,0,260,258,0,2,0,255,5,400,140,137,118
15,COVASNA,"CĂMINUL CULTURAL MĂRCUŞA",126,CATALINA,64130,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:40",503,503,0,0,0,267,267,0,0,0,260,7,600,333,205,55
15,COVASNA,"CASA COMUNALA MĂRTINENI",127,CATALINA,64130,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:57",486,483,0,3,0,293,290,0,3,0,282,11,490,197,165,117
15,COVASNA,"SCOALA PRIMARA IMENI",125,CATALINA,64130,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:41",239,234,0,5,0,115,110,0,5,0,113,2,300,185,58,55
