precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi"
36,TELEORMAN,"CĂMINUL CULTURAL",184,ISLAZ,151736,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:54:28",1066,1040,1,15,10,630,605,0,15,10,610,20,1120,490,272,249,80,9
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",185,ISLAZ,151736,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:33:17",1476,1443,0,15,18,816,783,0,15,18,773,43,1567,751,396,309,54,14
36,TELEORMAN,"ŞCOALA GENERALĂ MOLDOVENI",187,ISLAZ,151736,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:35:30",698,681,0,7,10,422,405,0,7,10,403,19,750,328,207,117,26,53
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 ISLAZ",186,ISLAZ,151736,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:42",665,654,0,8,3,377,366,0,8,3,367,10,784,407,179,129,50,9
