precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BRATU IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","DANŢIŞ IONICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi"
41,VRANCEA,"CĂMIN CULTURAL SAT SPINEȘTI",357,VRÂNCIOAIA,178750,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:18:48",624,595,0,4,25,337,308,0,4,25,326,10,656,320,27,299
41,VRANCEA,"SALA DE FESTIVITĂŢI MUNCEI",355,VRÂNCIOAIA,178750,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:29:03",531,504,0,2,25,312,287,0,2,23,304,8,581,269,47,257
41,VRANCEA,"SALA DE ŞEDINŢE ŞI WORKSHOP",354,VRÂNCIOAIA,178750,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:13:52",495,474,1,5,15,275,255,0,5,15,254,16,525,255,51,203
41,VRANCEA,"ŞCOALA PRIMARĂ POIANA - SALA GRĂDINIȚEI",356,VRÂNCIOAIA,178750,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:24:21",672,540,0,108,24,474,342,0,108,24,444,30,595,121,369,75
