precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.5 PODU PITARULUI",192,PLĂTĂREŞTI,104635,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:07:42",218,211,0,3,4,218,211,0,3,4,214,4,355,137,16,157,33,8
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.5 PODU PITARULUI",191,PLĂTĂREŞTI,104635,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:51:31",435,426,0,3,6,283,274,0,3,6,271,6,475,192,7,213,49,2
12,CĂLĂRAŞI,"PRIMĂRIA PLĂTĂREŞTI",189,PLĂTĂREŞTI,104635,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:04",1025,985,0,33,7,663,623,0,33,7,641,22,1082,419,64,485,56,36
12,CĂLĂRAŞI,"ŞCOALA PRIMARĂ NR.3 DOROBANȚU",190,PLĂTĂREŞTI,104635,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:40:29",800,777,2,9,12,580,558,1,9,12,555,25,862,282,18,437,93,7
