precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
2,ARAD,"CĂMINUL CULTURAL ARĂNEAG",395,TÂRNOVA,12509,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:37:12",380,335,1,33,11,274,230,0,33,11,269,5,380,106,7,149,6,105,2
2,ARAD,"CĂMINUL CULTURAL CHIER",396,TÂRNOVA,12509,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:52:11",956,894,1,43,18,583,522,0,43,18,561,22,1050,467,30,105,86,336,4
2,ARAD,"CĂMINUL CULTURAL DRAUŢ",397,TÂRNOVA,12509,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:35:20",736,647,3,51,35,535,448,1,51,35,514,21,710,175,0,203,5,305,1
2,ARAD,"CĂMINUL CULTURAL DUD",398,TÂRNOVA,12509,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:15:16",582,548,0,21,13,388,354,0,21,13,373,15,602,214,52,104,46,150,21
2,ARAD,"ȘCOALA GIMNAZIALĂ AGRIŞU MARE",394,TÂRNOVA,12509,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:16:20",981,939,1,13,28,665,624,0,13,28,652,13,1030,365,6,262,18,363,3
2,ARAD,"ȘCOALA GIMNAZIALĂ TÂRNOVA",393,TÂRNOVA,12509,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 12:58:16",1559,1445,5,69,40,1002,892,1,69,40,969,33,1594,592,111,195,43,613,7
