precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VOICU VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LEESCU VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","STOICA GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","APOSTOLESCU ALEXANDRU-DRAGOŞ-PARTIDUL PATRIOȚILOR-voturi","ŞERBAN MARIANA-GABRIELA-PARTIDUL MIȘCAREA POPULARĂ-voturi"
31,PRAHOVA,"DISPENSAR UMAN BĂNEŞTI",313,BĂNEŞTI,132315,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:14",1387,1370,3,9,5,760,746,0,9,5,740,20,1500,740,42,250,305,72,71
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN DUHOVNICUL” BĂNEŞTI",312,BĂNEŞTI,132315,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:44:23",1354,1333,5,5,11,763,747,0,5,11,740,23,1500,737,36,372,245,34,53
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN DUHOVNICUL” BĂNEŞTI",315,BĂNEŞTI,132315,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:11:16",963,931,1,11,20,548,517,0,11,20,532,16,972,424,12,81,399,12,28
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN DUHOVNICUL” BĂNEŞTI",314,BĂNEŞTI,132315,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:11",1075,1036,2,20,17,612,575,0,20,17,600,12,1200,588,17,123,417,11,32
