precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIVU CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","TELEHOI CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GĂRGĂRIŢĂ GEORGE-CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BĂLAN ANGHEL-VIRGIL-PARTIDUL ROMÂNIA MARE-voturi","ANCUŢA CONSTANTIN-FORȚA DREPTEI-voturi","CHINĂ NICOLAE-voturi"
14,CONSTANŢA,"CĂMIN CULTURAL COBADIN",399,COBADIN,61318,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:55:48",1939,1921,0,3,15,912,894,0,3,15,884,28,2112,1200,294,416,29,12,96,37
14,CONSTANŢA,"CĂMIN CULTURAL NEGREȘTI",403,COBADIN,61318,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:52:53",359,349,0,8,2,188,178,0,8,2,183,5,384,192,29,85,52,1,14,2
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL COBADIN",401,COBADIN,61318,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:16:40",1748,1737,0,2,9,807,796,0,2,9,785,22,1909,1102,270,355,44,9,76,31
14,CONSTANŢA,"GRĂDINIȚA VIIȘOARA",404,COBADIN,61318,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:35:55",1293,1283,1,6,3,619,610,0,6,3,601,18,1415,796,120,400,23,6,31,21
14,CONSTANŢA,"ȘCOALA GENERALĂ CONACU",402,COBADIN,61318,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:33",276,269,0,6,1,141,134,0,6,1,138,3,298,157,31,86,3,0,18,0
14,CONSTANŢA,"ȘCOALA TĂTARĂ COBADIN",400,COBADIN,61318,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:48:07",1816,1807,0,1,8,865,856,0,1,8,831,34,1993,1128,300,401,33,4,67,26
