precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MAG MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","TIMĂŢ REMUS-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","JULA IULIAN-SEBASTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FILIP EUGEN-DORIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
2,ARAD,"CĂMINUL CULTURAL VLADIMIRESCU",417,VLADIMIRESCU,9397,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:57:01",1702,1686,8,8,0,643,635,0,8,0,628,15,1869,1226,514,39,44,31
2,ARAD,"CENTRU DE ZI VÂRSTNICI VLADIMIRESCU",419,VLADIMIRESCU,9397,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:54",1733,1716,6,9,2,722,710,1,9,2,706,16,1900,1178,621,50,16,19
2,ARAD,"CENTRUL DE CONSILIERE ȘI SPRIJIN PENTRU COPII ȘI ADULȚI",421,VLADIMIRESCU,9397,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:14:45",1687,1660,20,5,2,835,828,0,5,2,819,16,1840,1005,643,56,76,44
2,ARAD,"CLĂDIRE TAXE ŞI IMPOZITE HORIA",424,VLADIMIRESCU,9397,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:06:23",1167,1156,6,5,0,514,507,2,5,0,500,14,1280,766,339,96,52,13
2,ARAD,"GRĂDINIȚA CU PROGRAM NORMAL CICIR",422,VLADIMIRESCU,9397,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:59:58",876,868,2,6,0,415,409,0,6,0,402,13,960,541,333,28,25,16
2,ARAD,"PRIMĂRIA COMUNEI VLADIMIRESCU",418,VLADIMIRESCU,9397,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:37:43",1598,1590,0,8,0,664,656,0,8,0,635,21,1760,1104,530,36,39,30
2,ARAD,"ȘCOALA GIMNAZIALĂ HORIA",423,VLADIMIRESCU,9397,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:04",1061,1054,7,0,0,462,462,0,0,0,438,24,1170,708,295,98,29,16
2,ARAD,"ȘCOALA GIMNAZIALĂ VLADIMIRESCU",420,VLADIMIRESCU,9397,1,PROV,PRCNCT,P,P_SV,"2024-06-10 19:23:57",1454,1440,3,11,0,656,645,0,11,0,638,12,1590,940,546,40,36,16
2,ARAD,"ŞCOALA PRIMARĂ MÂNDRULOC",425,VLADIMIRESCU,9397,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:18:56",1234,1223,4,7,0,525,518,0,7,0,489,36,1360,835,396,32,40,21
