precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IŞTOC CRISTINA-PARTIDUL SOCIAL DEMOCRAT-voturi","COJOCARU CONSTANTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","CORLADE DUMITRU-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHERGHELUCĂ SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL BOGDĂNEŞTI",615,TRAIAN,25861,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:09:53",430,428,0,2,0,171,169,0,2,0,159,12,507,336,44,2,4,109
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL HERTIOANA DE JOS",616,TRAIAN,25861,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:07:44",161,150,0,10,1,89,78,0,10,1,88,1,200,111,22,10,11,45
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL ZĂPODIA",617,TRAIAN,25861,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:36",548,542,0,6,0,183,177,0,6,0,174,9,600,417,38,4,8,124
4,BACĂU,"ŞCOALA GIMNAZIALĂ TRAIAN (ȘCOALA CU CLASELE I-IV, CORP B TRAIAN)",614,TRAIAN,25861,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:58:09",1559,1542,2,8,7,689,673,1,8,7,668,21,1600,911,174,43,22,429
