precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL VERDE-voturi"
35,SUCEAVA,"CĂMIN CULTURAL PĂRHĂUȚI",493,TODIREŞTI,150524,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:39:47",966,956,0,2,8,610,600,0,2,8,594,16,1100,490,409,14,156,15
35,SUCEAVA,"SCOALA GIMNAZIALĂ ”I.V.RACHIERU” SOLONEŢ",494,TODIREŞTI,150524,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:16:27",1315,1296,0,2,17,689,670,0,2,17,674,15,1400,711,253,78,158,185
35,SUCEAVA,"SCOALA GIMNAZIALĂ TODIREŞTI",491,TODIREŞTI,150524,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:48",1210,1204,1,5,0,729,723,1,5,0,729,0,1296,567,235,42,230,222
35,SUCEAVA,"SCOALA GIMNAZIALĂ ”VASILE BUMBAC” COSTÎNA",492,TODIREŞTI,150524,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:13",980,974,3,2,1,558,553,2,2,1,529,29,1100,542,189,13,313,14
