precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOGOR DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","MORNA TRAIAN-CĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CĂMINUL CULTURAL BOTEAN",421,INEU,29724,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:18:42",520,510,0,9,1,284,275,0,9,0,269,15,564,280,182,87
5,BIHOR,"CĂMINUL CULTURAL HUSASĂU DE CRIȘ",422,INEU,29724,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:09",1063,1043,3,17,0,678,661,0,17,0,666,12,1149,471,350,316
5,BIHOR,"ȘCOALA GIMNAZIALĂ ”PUIU SEVER”",419,INEU,29724,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:16",894,877,2,15,0,533,518,0,15,0,526,7,969,436,374,152
5,BIHOR,"ȘCOALA GIMNAZIALĂ ”PUIU SEVER”",420,INEU,29724,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:54:59",1264,1260,0,4,0,653,649,0,4,0,583,70,1398,745,500,83
