precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PASCALE FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","SECHILA FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","JECU GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DASCĂLU STERE-PARTIDUL S.O.S. ROMÂNIA-voturi","ALEXE ŞTEFAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
38,TULCEA,"GRĂDINIŢA CU PROGRAM NORMAL",167,NICULIŢEL,161035,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:47:15",1196,1192,0,1,3,542,538,0,1,3,520,18,1317,779,96,251,61,18,94
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NICHIFOR LUDOVIG”",166,NICULIŢEL,161035,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:58:07",1158,1152,1,2,3,523,518,0,2,3,489,34,1275,752,95,213,77,16,88
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NICHIFOR LUDOVIG”",165,NICULIŢEL,161035,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:59:22",1241,1237,1,0,3,569,569,0,0,0,558,11,1366,797,98,259,50,27,124
