precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","SÎRB TEODOR-IOAN-voturi"
1,ALBA,"GRĂDINIŢA CU PROGRAM NORMAL - MIRĂSLĂU",319,MIRĂSLĂU,5755,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:00:35",713,696,0,8,9,416,399,0,8,9,403,13,766,350,26,93,107,50,97,30
1,ALBA,"ŞCOALA PRIMARĂ - CICĂU",320,MIRĂSLĂU,5755,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:01:55",79,72,0,5,2,44,37,0,5,2,44,0,80,36,5,15,2,5,14,3
1,ALBA,"ŞCOALA PRIMARĂ - DECEA",321,MIRĂSLĂU,5755,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:01",611,597,3,5,6,327,313,3,5,6,312,15,660,333,96,57,78,14,61,6
1,ALBA,"ŞCOALA PRIMARĂ - LOPADEA VECHE",322,MIRĂSLĂU,5755,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:20",209,206,0,3,0,130,127,0,3,0,121,9,212,82,33,23,3,23,38,1
1,ALBA,"ŞCOALA PRIMARĂ - ORMENIŞ",323,MIRĂSLĂU,5755,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:59:35",65,59,1,5,0,43,38,0,5,0,38,5,70,27,2,10,7,7,12,0
