precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
4,BACĂU,"CĂMINUL CULTURAL SATUL RĂCHITOASA",543,RĂCHITOASA,24837,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:07:45",1103,1045,0,20,38,562,504,0,20,38,534,25,1000,441,414,24,38,28,30
4,BACĂU,"GRĂDINIȚA CU PROGRAM NORMAL BUDA",545,RĂCHITOASA,24837,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:48:52",519,502,0,8,9,268,251,0,8,9,252,16,600,332,143,38,53,11,7
4,BACĂU,"ŞCOALA CU CLASELE .I-IV SATUL FUNDĂTURA-RĂCHITOASA",548,RĂCHITOASA,24837,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:58:40",217,207,0,9,1,96,86,0,9,1,89,7,200,104,56,11,8,6,8
4,BACĂU,"ŞCOALA GIMNAZIALĂ BURDUSACI",546,RĂCHITOASA,24837,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:44:22",668,653,0,8,7,337,322,0,8,7,302,35,700,363,232,24,37,7,2
4,BACĂU,"ŞCOALA PRIMARĂ BARCANA",544,RĂCHITOASA,24837,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:42:39",507,503,0,4,0,208,204,0,4,0,182,26,600,392,98,17,50,10,7
4,BACĂU,"ȘCOALA PRIMARĂ DUMBRAVA",547,RĂCHITOASA,24837,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:46",528,522,0,4,2,243,237,0,4,2,226,17,600,357,177,9,18,10,12
