precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROTARIU VLAD-GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi","CEAUŞU NARCISA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ANTON GHEORGHIŢĂ-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ZAMFIRESCU MIHAI-SILVIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","AMBĂRUŞ MIRCEA-PARTIDUL ECOLOGIST ROMÂN-voturi","ONDU ADRIAN-ALEXANDRU-PARTIDUL S.O.S. ROMÂNIA-voturi","LĂZĂRESCU BOGDAN-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BEŢA TONI-PARTIDUL PATRIOȚILOR-voturi"
4,BACĂU,"CAMIN CULTURAL FLORESTI",574,SCORŢENI,25291,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:42:17",567,557,0,7,3,302,292,0,7,3,292,10,600,298,65,18,69,13,39,68,2,18
4,BACĂU,"CAMIN CULTURAL GRIGORENI",575,SCORŢENI,25291,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:32:21",662,643,1,7,11,388,369,1,7,11,374,14,704,316,289,9,16,19,1,8,21,11
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL SCORŢENI",573,SCORŢENI,25291,1,PART,PRCNCT,P,P_SV,"2024-06-10 19:37:36",1214,1177,0,9,28,702,665,0,9,28,659,43,1300,598,271,86,71,146,1,12,68,4
