precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POŞA GEORGETA-MARIA-PARTIDUL NAȚIONAL LIBERAL-voturi","UDROIU DORINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MARTINCU DOREL-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GROSS NICOLAE-IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
34,SIBIU,"CĂMINUL CULTURAL COLUN",325,"PORUMBACU DE JOS",145293,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:29:38",158,144,0,14,0,108,94,0,14,0,106,2,160,52,39,4,62,1
34,SIBIU,"CĂMINUL CULTURAL PORUMBACU DE SUS",326,"PORUMBACU DE JOS",145293,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:37:02",763,717,8,27,11,516,474,5,27,10,513,3,790,274,202,34,261,16
34,SIBIU,"CĂMINUL CULTURAL SARATA",327,"PORUMBACU DE JOS",145293,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:46:01",294,271,3,10,10,173,151,3,10,9,165,8,300,127,60,21,79,5
34,SIBIU,"CĂMINUL CULTURAL SCOREIU",328,"PORUMBACU DE JOS",145293,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:47:40",566,536,0,23,7,346,316,0,23,7,334,12,600,254,152,18,159,5
34,SIBIU,"SALA DE SPORT A ȘCOLII GIMNAZIALE PORUMBACU DE JOS",324,"PORUMBACU DE JOS",145293,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:02:55",937,894,0,21,22,640,597,0,21,22,619,21,980,340,302,67,241,9
