precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOISIL SILVIU-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FOROGĂU MARIAN-VIOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","SZABO EMANUEL-DAVID-PARTIDUL SOCIAL DEMOCRAT-voturi"
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞANŢ",250,ŞANŢ,34618,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:17:30",1293,1257,0,12,24,993,957,0,12,24,968,25,1400,407,49,563,356
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ”ENEA GRAPINI” ŞANŢ",251,ŞANŢ,34618,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:17:37",1121,1098,0,4,19,825,802,0,4,19,813,12,1200,375,35,463,315
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ ”LUCIAN VALEA”",252,ŞANŢ,34618,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:11",272,262,0,9,1,217,207,0,9,1,215,2,300,83,7,102,106
