precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TENTIŞ IOAN-MIRCEA-PARTIDUL NAȚIONAL LIBERAL-voturi","DIPŞE ANDREI-CLAUDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","BUD GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PODE IOAN-MATEI-UNIUNEA SALVAȚI ROMÂNIA-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL ȘIȘEȘTI",419,ŞIŞEŞTI,109096,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:17:45",1304,1294,5,2,3,745,740,0,2,3,718,27,1400,652,617,43,18,40
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",423,ŞIŞEŞTI,109096,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:14",361,355,0,6,0,177,171,0,6,0,175,2,400,223,116,30,3,26
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",420,ŞIŞEŞTI,109096,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:38:07",201,192,0,9,0,99,90,0,9,0,99,0,204,105,80,6,4,9
26,MARAMUREŞ,"ŞCOALA CU CLS I-IV",424,ŞIŞEŞTI,109096,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:21:55",421,418,0,3,0,253,250,0,3,0,246,7,500,247,161,59,20,6
26,MARAMUREŞ,"SCOALA GENERALĂ",425,ŞIŞEŞTI,109096,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:36:10",1193,1182,1,6,4,686,675,1,6,4,662,18,1263,583,223,274,78,87
26,MARAMUREŞ,"ŞCOALA GENERALĂ",421,ŞIŞEŞTI,109096,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:06:50",517,510,1,6,0,264,258,0,6,0,251,13,600,336,115,38,25,73
26,MARAMUREŞ,"ŞCOALA GENERALĂ",422,ŞIŞEŞTI,109096,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:11:05",521,508,6,6,1,285,278,0,6,1,269,16,600,315,178,43,26,22
