precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
17,DOLJ,"ȘCOALA CU CLASELE I-IV CIOROIU NOU",310,CIOROIAŞI,71812,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:28:02",392,361,0,18,13,263,232,0,18,13,251,12,400,137,37,214
17,DOLJ,"ȘCOALA CU CLASELE I-VIII CIOROIAȘI",309,CIOROIAŞI,71812,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:38",799,731,2,39,27,552,486,0,39,27,525,27,851,299,130,395
