precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BARBU VASILE-MIHAIL-PARTIDUL MIȘCAREA POPULARĂ-voturi","TOMA MARIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","DRAGOMIR MARIUS-ANGEL-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞERBAN ADRIAN-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
19,GIURGIU,"CAMIN CULTURAL",110,DAIA,102446,2,PART,PRCNCT,P,P_SV,"2024-06-11 11:28:50",545,477,1,47,20,402,335,0,47,20,390,12,546,144,5,3,68,314
19,GIURGIU,"GRADINIŢA CU PROGRAM NORMAL NR.2 PLOPŞORU",112,DAIA,102446,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:56",577,559,0,14,4,381,363,0,14,4,370,11,622,241,19,21,89,241
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 PLOPŞORU",113,DAIA,102446,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:17:59",684,661,0,15,8,447,424,0,15,8,430,17,725,278,10,4,145,271
19,GIURGIU,"PRIMĂRIA COMUNEI DAIA",111,DAIA,102446,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:59",250,223,0,10,17,180,153,0,10,17,177,3,264,84,4,2,32,139
