precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANTON CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","SACU IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CHIORESCU CĂTĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RELINSCHI VIOREL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"CAMINUL CULTURAL SANTA MARE",359,"SANTA MARE",38893,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:28",967,945,0,10,12,552,530,0,10,12,533,19,1000,448,305,46,107,75
7,BOTOŞANI,"SCOALA GENERALA BERZA",360,"SANTA MARE",38893,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:02:06",163,161,0,2,0,102,100,0,2,0,98,4,200,98,57,7,4,30
7,BOTOŞANI,"SCOALA GENERALA BOGDANESTI",361,"SANTA MARE",38893,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:44",315,304,1,5,5,168,160,0,3,5,163,5,350,182,82,14,58,9
7,BOTOŞANI,"SCOALA GENERALA ILISENI",362,"SANTA MARE",38893,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:03",358,354,0,2,2,191,187,0,2,2,185,6,400,209,116,17,32,20
7,BOTOŞANI,"SCOALA GENERALA RINGHILESTI",363,"SANTA MARE",38893,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:42",306,299,1,4,2,156,150,0,4,2,151,5,334,178,82,21,27,21
