precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA, ALEXANDRU VLAHUŢĂ",176,"ALEXANDRU VLAHUŢĂ",162069,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:42:35",679,639,0,4,36,366,326,0,4,36,359,7,700,334,87,248,2,5,17
39,VASLUI,"ȘCOALA PRIMARĂ BUDA",177,"ALEXANDRU VLAHUŢĂ",162069,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:53",206,190,0,4,12,117,101,0,4,12,111,6,215,98,24,68,3,13,3
39,VASLUI,"ŞCOALA PRIMARA, GHICANI",178,"ALEXANDRU VLAHUŢĂ",162069,2,PART,PRCNCT,CL,CL_SV,"2024-06-15 11:48:05",130,123,0,3,4,73,66,0,3,4,70,3,150,77,22,46,1,1,0
39,VASLUI,"ȘCOALA PRIMARĂ MORĂRENI",179,"ALEXANDRU VLAHUŢĂ",162069,2,PART,PRCNCT,CL,CL_SV,"2024-06-15 11:49:55",204,192,0,5,7,106,94,0,5,7,102,4,210,104,37,58,5,2,0
