precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HAGICALIL DENIS-UNIUNEA SALVAȚI ROMÂNIA-voturi","SCÎNTEIE VLADIMIR-PARTIDUL NAȚIONAL LIBERAL-voturi","GHEORGHE STELIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CHITUC CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TRANDAFIR DANIELA-ANDREEA-PARTIDUL S.O.S. ROMÂNIA-voturi"
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL TOPRAISAR",543,TOPRAISAR,63072,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:45:31",1409,1384,2,19,4,765,742,0,19,4,745,20,1528,763,17,225,342,119,42
14,CONSTANŢA,"ȘCOALA I-IV POTÂRNICHEA",547,TOPRAISAR,63072,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:45:59",406,397,0,9,0,210,201,0,9,0,208,2,437,227,8,51,82,36,31
14,CONSTANŢA,"ȘCOALA I-VIII BIRUINȚA",545,TOPRAISAR,63072,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:34",681,667,0,14,0,352,338,0,14,0,344,8,730,378,9,78,184,40,33
14,CONSTANŢA,"ȘCOALA I-VIII MOVILIȚA",546,TOPRAISAR,63072,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:47:13",1003,986,0,10,7,523,506,0,10,7,504,19,1087,564,45,119,205,98,37
14,CONSTANŢA,"ȘCOALA VECHE TOPRAISAR",544,TOPRAISAR,63072,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:31:45",1635,1619,4,6,6,917,905,0,6,6,890,27,1781,864,21,284,386,148,51
