precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GÎRLEANU ION-PARTIDUL SOCIAL DEMOCRAT-voturi","UNGUREANU MARIA-LILIANA-PARTIDUL NAȚIONAL LIBERAL-voturi","TECARU GHEORGHE-IONUŢ-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi"
3,ARGEŞ,"GRĂDINIŢA BUJOI",235,BOGAŢI,14584,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:25",510,497,3,8,2,331,321,0,8,2,326,5,552,221,144,104,78
3,ARGEŞ,"ŞCOALA BOGAŢI",234,BOGAŢI,14584,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:31:34",1273,1263,1,8,1,731,722,0,8,1,716,15,1411,680,262,246,208
3,ARGEŞ,"ŞCOALA CHIŢEŞTI",236,BOGAŢI,14584,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:56",219,208,0,11,0,137,126,0,11,0,135,2,230,93,41,36,58
3,ARGEŞ,"ŞCOALA GLÎMBOCEL",237,BOGAŢI,14584,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:55:58",157,148,0,9,0,102,93,0,9,0,98,4,161,59,50,27,21
3,ARGEŞ,"ŞCOALA GLÎMBOCELU",238,BOGAŢI,14584,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:39:18",600,590,0,10,0,347,337,0,10,0,337,10,650,303,121,122,94
3,ARGEŞ,"ŞCOALA SUSENI",239,BOGAŢI,14584,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:41:22",738,719,1,7,11,459,441,0,7,11,448,11,820,361,255,136,57
