precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMION AUREL-PARTIDUL NAȚIONAL LIBERAL-voturi","RĂDULESCU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","NUICĂ IONUŢ-EDUARD-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHEORGHIU ANDREI-FLORIN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","NIŢU MARIANA-FORȚA DREPTEI-voturi","CĂLINOIU ANDREI-IONUŢ-PARTIDUL ROMÂNIA MARE-voturi","NICOLAE ION-PARTIDUL S.O.S. ROMÂNIA-voturi"
40,VÂLCEA,"ŞCOALA COCORU",237,GALICEA,169994,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:07",515,504,1,9,1,349,338,1,9,1,326,23,550,201,84,206,19,7,2,1,7
40,VÂLCEA,"ŞCOALA COPĂCELU",88,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:00:33",1607,1597,1,5,4,800,791,0,5,4,774,26,1760,960,122,471,80,40,21,8,32
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂLŞOARA",291,MĂDULARI,171209,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:50",233,203,0,19,11,167,137,0,19,11,153,14,220,53,26,103,18,3,2,0,1
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV BĂLTENI",197,COPĂCENI,169182,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:43",296,285,1,10,0,190,180,0,10,0,183,7,320,130,48,84,45,2,0,2,2
40,VÂLCEA,"ȘCOALA CU CLASELE. I-IV BĂNȚEȘTI",292,MĂDULARI,171209,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:23:57",258,237,0,11,10,169,148,0,11,10,161,8,280,111,13,134,9,3,1,0,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂRBĂRIGENI",351,ROEŞTI,172581,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:38:54",164,144,0,14,6,107,87,0,14,6,103,4,170,63,16,67,14,0,1,1,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂROIU",406,TETOIU,173855,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:34",309,287,0,8,14,194,172,0,8,14,190,4,323,129,46,103,13,19,6,0,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BÎRSEŞTI",297,MIHĂEŞTI,171325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:16",709,699,0,6,4,405,395,0,6,4,369,24,780,387,105,214,16,12,4,6,12
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BÎRSOIU",383,STOILEŞTI,173374,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:28:01",491,465,0,8,18,276,250,0,8,18,264,12,510,234,31,184,19,23,0,0,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BISTRIŢA",201,COSTEŞTI,169253,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:15:09",695,655,1,20,19,411,372,0,20,19,384,27,750,339,146,174,23,7,5,1,28
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BOGDĂNEŞTI",181,BUJORENI,168880,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:01",673,668,0,3,2,387,382,0,3,2,371,16,730,343,71,226,36,4,20,4,10
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BONCANI",218,DRĂGOEŞTI,169547,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:23",446,418,1,14,13,333,306,0,14,13,324,9,480,147,106,152,47,6,1,0,12
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BRATOVEŞTI",411,TITEŞTI,174496,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:33",135,120,0,6,9,102,87,0,6,9,99,3,140,38,33,34,25,5,1,0,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BUDEŞTI",215,DICULEŞTI,174502,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:55",622,622,0,0,0,289,289,0,0,0,265,24,690,401,17,170,44,12,2,2,18
40,VÂLCEA,"ŞCOALA CU CLASELE.I-IV CASA VECHE",316,OLANU,171806,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:55:13",534,523,0,7,4,364,353,0,7,4,347,17,575,211,69,241,13,8,7,1,8
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV CIOBOŢI",317,OLANU,171806,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:56:43",559,551,2,4,2,349,342,1,4,2,327,22,620,271,53,234,17,8,1,2,12
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV CORBI",311,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:50:27",323,305,1,13,4,208,191,0,13,4,199,9,340,132,9,173,9,2,2,0,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DELURENI",422,"VALEA MARE",174085,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 11:33:54",411,388,0,20,3,235,212,0,20,3,226,9,430,195,91,108,20,2,2,0,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DOZEŞTI",224,FÂRTĂŢEŞTI,169681,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:36",1043,947,0,53,43,618,522,0,53,43,590,28,1040,422,128,294,128,25,1,3,11
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DRĂGIOIU",318,OLANU,171806,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:03:54",447,438,1,8,0,285,277,0,8,0,272,13,480,195,65,148,26,16,4,2,11
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DUMBRAVA",278,LUNGEŞTI,170952,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:36",288,269,0,18,1,186,167,0,18,1,165,21,320,134,82,56,24,1,1,0,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GÂLTOFANI",312,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:30:37",130,123,0,5,2,91,84,0,5,2,85,6,140,49,8,59,15,2,0,0,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GĂNEŞTI",267,LĂCUSTENI,174511,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:16:10",472,429,1,15,27,298,257,0,15,26,285,13,470,172,19,157,27,65,0,4,13
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GEAMĂNA",384,STOILEŞTI,173374,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:08",725,700,0,9,16,463,438,0,9,16,442,21,770,307,47,330,47,7,2,1,8
40,VÂLCEA,"ȘCOALA CU CLASELE I- IV GEAMĂNA- BUCIUMENI",217,DRĂGOEŞTI,169547,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:44",554,507,1,29,17,427,380,1,29,17,407,20,580,153,151,200,32,5,4,3,12
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GROŞI",193,CERNIŞOARA,169039,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:17:55",715,691,0,14,10,508,484,0,14,10,467,41,770,262,95,236,113,14,2,2,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV LĂCUSTENI",266,LĂCUSTENI,174511,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:37",442,403,0,21,18,297,258,0,21,18,285,12,440,143,41,125,42,68,1,3,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV LINIA DEALULUI",375,STĂNEŞTI,173132,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:17:08",131,117,0,14,0,80,66,0,14,0,76,4,130,50,16,25,4,0,29,0,2
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV NR. 1 BREZOI",134,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:53:06",1442,1424,6,12,0,644,632,0,12,0,607,37,1570,926,227,233,64,38,16,5,24
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV NR. 2 BREZOI",131,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:29",1105,1084,1,12,8,585,565,0,12,8,549,36,1200,615,228,242,31,19,11,7,11
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV OBÎRŞIA",195,CERNIŞOARA,169039,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:45",459,421,0,33,5,320,282,0,33,5,305,15,463,143,58,223,12,4,0,1,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PERETU",315,OLANU,171806,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:34",447,435,1,4,7,310,299,0,4,7,291,19,490,180,66,171,23,17,4,3,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PIETRENI",202,COSTEŞTI,169253,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:04:54",413,397,1,0,15,324,308,1,0,15,315,9,437,113,122,147,22,6,4,5,9
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PLEŞOIU",276,LIVEZI,170872,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:00:57",278,239,0,23,16,238,199,0,23,16,228,10,300,62,37,140,42,6,0,2,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV POPEŞTI",339,POPEŞTI,172377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:20:38",539,485,0,43,11,397,343,0,43,11,391,6,550,153,35,325,12,5,6,1,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV ROEŞTI",350,ROEŞTI,172581,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:59",617,584,0,10,23,394,361,0,10,23,377,17,680,286,54,254,53,8,3,2,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV SCĂUENI",171,BERISLĂVEŞTI,168675,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:32:57",372,362,0,7,3,279,269,0,7,3,267,12,420,141,42,189,24,4,0,2,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV ŞERBĂNEASA",313,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:25:15",707,699,1,6,1,433,426,0,6,1,422,11,770,337,62,81,33,232,12,2,0
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV STĂNEŞTI-LUNCA",280,LUNGEŞTI,170952,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:56",758,730,0,12,16,465,437,0,12,16,406,59,820,355,239,120,32,4,4,3,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV STOICĂNEŞTI",319,OLANU,171806,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:11:55",331,316,0,10,5,220,205,0,10,5,208,12,350,130,62,119,21,1,1,2,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VALEA GRĂDIŞTEA",254,GRĂDIŞTEA,170346,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:10:53",129,94,0,26,9,110,75,0,26,9,109,1,120,10,2,95,6,1,1,1,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VÂRLENI",376,STĂNEŞTI,173132,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:10",344,327,2,12,3,235,218,2,12,3,214,21,360,125,98,60,28,1,23,1,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV VEŢELU",199,COPĂCENI,169182,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:13:45",428,423,0,5,0,269,264,0,5,0,251,18,464,195,53,150,36,1,3,0,8
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV ZĂVOIENI",289,MĂCIUCA,171101,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:29",253,234,0,8,11,185,166,0,8,11,178,7,280,95,95,54,0,23,2,1,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ARMĂŞEŞTI",191,CERNIŞOARA,169039,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:25",495,471,2,8,14,321,300,0,8,13,301,20,516,195,88,152,38,17,0,1,5
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII AVRĂMEȘTI",365,SCUNDU,172947,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:36",621,577,1,15,28,400,356,1,15,28,382,18,660,260,19,213,104,3,20,0,23
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BĂBENI-OLTEŢU",214,DICULEŞTI,174502,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:36:33",874,864,0,10,0,432,422,0,10,0,412,20,950,518,24,313,51,9,1,0,14
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BĂTĂŞANI",421,"VALEA MARE",174085,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:01",379,368,0,6,5,245,234,0,6,5,234,11,410,165,81,121,16,4,0,4,8
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BOIŞOARA",172,BOIŞOARA,168755,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:27:16",901,824,0,32,45,644,567,0,32,45,568,76,960,316,162,297,51,25,6,7,20
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BUNEŞTI",184,BUNEŞTI,168960,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:54",902,884,1,12,5,584,567,0,12,5,564,20,980,396,179,301,45,22,4,0,13
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BUNEŞTI",186,BUNEŞTI,168960,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:06:39",840,827,2,11,0,531,520,0,11,0,510,21,910,379,93,342,35,13,4,2,21
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CĂPITAN MĂRĂŞANU STROEŞTI",386,STROEŞTI,173533,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:32:45",774,716,0,43,15,537,479,0,43,15,513,24,800,263,87,249,121,19,24,7,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CERNIŞOARA",192,CERNIŞOARA,169039,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:23:36",669,640,0,17,12,470,441,0,17,12,439,31,710,240,99,288,31,9,1,4,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CIOCÎLTEI",352,ROEŞTI,172581,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:04",494,470,0,8,16,340,316,0,8,16,329,11,540,200,43,219,48,11,0,0,8
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CIREŞU",387,STROEŞTI,173533,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:17:10",582,529,0,33,20,438,385,0,33,20,413,25,650,212,37,295,64,10,1,1,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII COSTEŞTI",200,COSTEŞTI,169253,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:14:27",1109,999,0,54,56,1109,999,0,54,56,1064,45,1640,531,361,547,87,24,6,6,33
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CUENI",353,ROEŞTI,172581,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:33",515,485,0,12,18,318,288,0,12,18,286,32,550,232,36,193,41,6,3,2,5
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII DĂEŞTI",340,POPEŞTI,172377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:24",813,725,2,41,45,577,490,1,41,45,554,23,850,273,81,421,27,4,7,3,11
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII DOBRICEA",252,GRĂDIŞTEA,170346,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:52",629,592,0,14,23,408,371,0,14,23,385,23,650,242,77,232,65,7,2,0,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII DRĂGOEŞTI",216,DRĂGOEŞTI,169547,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:01:40",592,560,0,24,8,417,385,0,24,8,403,14,620,203,120,208,49,7,3,2,14
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII FRÎNCEŞTI",227,FRÂNCEŞTI,169896,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:22",591,587,0,4,0,309,305,0,4,0,300,9,650,341,144,128,8,4,7,3,6
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII - HOTĂRASA",198,COPĂCENI,169182,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:35",297,284,0,13,0,210,197,0,13,0,205,5,310,100,37,151,8,3,1,1,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII MĂDULARI",194,CERNIŞOARA,169039,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:58",561,514,0,38,9,402,355,0,38,9,381,21,580,178,69,292,11,5,0,0,4
40,VÂLCEA,"ȘCOALA CU CLASELE . I-VIII MĂDULARI",290,MĂDULARI,171209,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:09",625,559,1,29,36,438,374,0,29,35,408,28,621,184,41,332,14,11,5,1,4
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII MILOSTEA",372,SLĂTIOARA,173061,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:14",643,627,0,15,1,389,373,0,15,1,372,17,640,251,94,219,29,15,2,4,9
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII OLTENI",180,BUJORENI,168880,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 11:48:33",1727,1699,4,22,2,952,928,0,22,2,911,41,1870,918,283,435,75,58,27,9,24
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII POIANA",334,PERIŞANI,172153,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:35:27",492,474,0,9,9,352,334,0,9,9,325,19,530,178,154,148,12,8,0,2,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ROTĂRĂŞTI",310,"NICOLAE BĂLCESCU",171628,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:44",873,837,2,13,21,568,533,1,13,21,547,21,960,392,60,400,43,10,23,11,0
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII RUGETU",373,SLĂTIOARA,173061,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:12:06",522,515,0,3,4,341,334,0,3,4,330,11,540,199,48,239,22,9,1,2,9
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII RUSĂNEŞTI",225,FÂRTĂŢEŞTI,169681,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:06",745,690,0,37,18,448,393,0,37,18,438,5,770,322,140,189,91,10,3,4,1
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII SCUNDU",364,SCUNDU,172947,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:11:21",853,788,0,18,47,589,524,0,18,47,543,46,930,341,90,320,94,5,21,3,10
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII STĂNEŞTI",374,STĂNEŞTI,173132,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:24:42",414,370,0,29,15,291,247,0,29,15,277,14,447,156,153,84,14,0,23,0,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ŞTEFĂNEŞTI",396,ŞTEFĂNEŞTI,173748,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 14:03:48",990,915,0,31,44,757,682,0,31,44,658,99,1010,253,132,373,83,52,11,1,6
40,VÂLCEA,"ȘCOALA CU CLASELE I-VIII STOILEȘTI",382,STOILEŞTI,173374,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:59",581,551,0,10,20,379,349,0,10,20,376,3,600,221,22,309,25,16,0,0,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII TITEŞTI (SALĂ DE FESTIVITĂȚI)",410,TITEŞTI,174496,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:55:46",423,403,0,3,17,293,273,0,3,17,273,20,470,177,126,111,20,5,3,1,7
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII URŞI",385,STOILEŞTI,173374,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:00:57",1139,1114,0,7,18,742,717,0,7,18,721,21,1230,488,42,593,62,6,2,3,13
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII URŞI",342,POPEŞTI,172377,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:44",832,752,1,39,40,595,515,1,39,40,584,11,880,285,37,501,28,7,7,1,3
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VALEA LUI STAN",137,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:38",510,503,1,6,0,307,301,0,6,0,279,28,550,243,226,34,15,2,0,0,2
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VLĂDEŞTI",426,VLĂDEŞTI,174156,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:29",1299,1275,4,12,8,769,749,0,12,8,746,23,1390,621,93,471,79,30,36,6,31
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VLĂDEŞTI",425,VLĂDEŞTI,174156,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:47:10",1696,1636,5,29,26,1006,950,1,29,26,967,39,1780,774,100,593,106,56,70,12,30
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VOINEASA",429,VOINEASA,174254,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:14",613,587,1,14,11,425,400,0,14,11,398,27,650,225,97,196,60,22,17,0,6
40,VÂLCEA,"ŞCOALA CU CLASELE V-VIII LĂCUSTENI",265,LĂCUSTENI,174511,7,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:16:06",260,250,0,2,8,171,161,0,2,8,158,13,280,109,36,74,13,28,1,1,5
40,VÂLCEA,"ŞCOALA DĂEŞTI",206,DĂEŞTI,169351,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:19",825,804,0,13,8,524,503,0,13,8,496,28,900,376,260,163,44,16,1,1,11
40,VÂLCEA,"ŞCOALA DEALUL VĂLENI",431,ZĂTRENI,174290,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:15:17",184,173,0,10,1,110,99,0,10,1,103,7,190,80,27,52,15,3,0,1,5
40,VÂLCEA,"ŞCOALA FEDELEŞOIU",208,DĂEŞTI,169351,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:16",889,872,1,13,3,567,551,0,13,3,553,14,960,393,212,251,42,14,12,6,16
40,VÂLCEA,"ŞCOALA FEŢENI",48,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:16",194,186,0,8,0,99,91,0,8,0,97,2,210,111,18,60,11,6,0,0,2
40,VÂLCEA,"ŞCOALA FIŞCĂLIA",258,IONEŞTI,170514,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:36",794,793,0,0,1,461,460,0,0,1,432,29,870,409,97,270,39,8,9,2,7
40,VÂLCEA,"ŞCOALA FOTEŞTI",259,IONEŞTI,170514,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:50",662,655,0,0,7,373,366,0,0,7,349,24,720,347,174,100,51,4,1,0,19
40,VÂLCEA,"ȘCOALA GENERALĂ",298,MIHĂEŞTI,171325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:23",787,776,2,6,3,458,449,0,6,3,441,17,860,402,134,247,43,4,5,1,7
40,VÂLCEA,"SCOALA GENERALĂ CU CLASELE.I-IV BUDELE",407,TETOIU,173855,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:33",139,129,1,3,6,109,99,1,3,6,102,7,140,31,24,54,8,4,8,0,4
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV COŞANI",228,FRÂNCEŞTI,169896,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:30",1120,1114,2,4,0,452,448,0,4,0,404,48,1230,778,194,125,47,3,11,6,18
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I-IV GĂTEJEȘTI",117,"ORAŞ BĂILE GOVORA",167641,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:32:21",325,302,0,17,6,201,178,0,17,6,195,6,360,159,31,128,16,12,3,2,3
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE.I-IV NENCIULEŞTI",408,TETOIU,173855,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:55",299,256,0,35,8,195,152,0,35,8,181,14,280,85,34,103,15,3,24,0,2
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV SURPATE",232,FRÂNCEŞTI,169896,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:15:19",641,638,0,3,0,374,371,0,3,0,347,27,700,326,72,204,42,6,14,1,8
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV SURPAŢI",358,RUNCU,172812,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:17:30",108,100,0,8,0,77,69,0,8,0,75,2,120,43,34,40,0,1,0,0,0
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV VALEA BABEI",359,RUNCU,172812,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:19:01",220,193,0,27,0,157,130,0,27,0,142,15,210,53,36,85,14,2,0,0,5
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I- VIII BERBEȘTI",129,"ORAŞ BERBEŞTI",168602,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:40:29",1422,1403,0,8,11,859,840,0,8,11,804,55,1580,721,206,451,82,43,4,5,13
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I-VIII GENUNENI",231,FRÂNCEŞTI,169896,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:57:09",611,603,1,7,0,376,368,1,7,0,361,15,660,284,154,162,20,5,3,0,17
40,VÂLCEA,"ȘCOALA GENERALĂ CU CLASELE I - VIII ROMANII DE JOS",151,"ORAŞ HOREZU",168041,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:29:51",655,643,0,6,6,391,379,0,6,6,364,27,720,329,47,205,53,33,4,5,17
