precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUVENIA COSTEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ZAR ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","UDREA VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TUDORACHE FĂNICĂ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"CĂMIN CULTURAL GOLEŞTI",176,GOLEŞTI,174824,2,PART,PRCNCT,P,P_SV,"2024-06-10 19:00:55",1621,1608,1,2,10,771,761,0,2,8,771,0,1785,1014,65,582,59,65
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT GOLEŞTI",177,GOLEŞTI,174824,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:21:48",973,966,3,2,2,478,474,0,2,2,459,19,1066,588,37,306,73,43
41,VRANCEA,"ŞCOALA GIMNAZIALĂ GOLEŞTI",175,GOLEŞTI,174824,2,PART,PRCNCT,P,P_SV,"2024-06-10 18:54:23",1440,1435,1,0,4,696,692,0,0,4,684,12,1588,892,60,480,91,53
