precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
41,VRANCEA,"CĂMIN CULTURAL GOLEŞTI",176,GOLEŞTI,174824,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 19:02:10",1621,1608,1,2,10,771,761,0,2,8,742,29,1785,1014,82,83,484,93
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT GOLEŞTI",177,GOLEŞTI,174824,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:49",973,966,3,2,2,478,474,0,2,2,462,16,1066,588,54,57,261,90
41,VRANCEA,"ŞCOALA GIMNAZIALĂ GOLEŞTI",175,GOLEŞTI,174824,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:56:02",1440,1435,1,0,4,696,692,0,0,4,692,4,1588,892,85,96,437,74
