precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VOINESCU MILICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi"
31,PRAHOVA,"ȘCOALA GIMNAZIALӐ OLARI, SAT OLARI",488,OLARI,136250,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:41",551,543,0,8,0,314,306,0,8,0,302,12,590,276,302
31,PRAHOVA,"ȘCOALA PRIMARӐ FȂNARI, SAT FȂNARI",489,OLARI,136250,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:25",346,317,0,29,0,221,192,0,29,0,211,10,342,121,211
31,PRAHOVA,"ȘCOALA PRIMARӐ OLARII-VECHI, SAT OLARII-VECHI",490,OLARI,136250,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:20:47",609,603,2,4,0,321,317,0,4,0,309,12,669,348,309
