precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CÎRJALIU CRISTIAN-MARICEL-PARTIDUL SOCIAL DEMOCRAT-voturi","ANDREI FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIOBANU GABRIEL-ALIANȚA PENTRU AGIGEA-voturi","COJOCARU DUMITRU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
14,CONSTANŢA,"GRĂDINIȚA CU ORAR NORMAL NR. 2",365,AGIGEA,60570,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:58:23",765,731,1,32,1,456,424,0,31,1,452,4,790,334,315,6,121,10
14,CONSTANŢA,"GRĂDINIȚA CU ORAR NORMAL STRUCTURA LAZU",366,AGIGEA,60570,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:51:21",2083,2043,5,35,0,1200,1165,0,35,0,1176,24,2240,1040,432,83,632,29
14,CONSTANŢA,"GRĂDINIȚA CU ORAR PRELUNGIT RIȚA GĂRGĂRIȚA - GRUPA FLUTURAȘILOR",363,AGIGEA,60570,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:07:55",1267,1248,0,13,6,826,807,0,13,6,804,22,1376,550,491,33,249,31
14,CONSTANŢA,"GRĂDINIȚA CU ORAR PRELUNGIT RIȚA GĂRGĂRIȚA - GRUPA RĂȚUȘTELOR",364,AGIGEA,60570,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:57:36",1087,1084,0,3,0,681,678,0,3,0,664,17,1185,504,373,18,245,28
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ ION BORCEA - CLASA 8",361,AGIGEA,60570,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:46:17",1320,1280,2,37,1,786,746,2,37,1,777,9,1409,623,447,23,286,21
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ ION BORCEA - SALA DE MESE",362,AGIGEA,60570,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:41",1539,1483,3,51,2,1033,980,0,51,2,1007,26,1614,581,614,36,333,24
