precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
29,NEAMŢ,"ȘCOALA CU CLASELE I - IV",458,TRIFEŞTI,124723,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:37",738,730,3,5,0,390,384,1,5,0,377,12,800,411,75,30,198,14,60
29,NEAMŢ,"ȘCOALA CU CLASELE I-IV",460,TRIFEŞTI,124723,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:58",670,663,0,7,0,342,335,0,7,0,322,20,700,358,84,11,213,7,7
29,NEAMŢ,"ȘCOALA CU CLASELE I - VIII",457,TRIFEŞTI,124723,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:30:49",1875,1865,0,9,1,954,944,0,9,1,925,29,2000,1046,288,61,416,54,106
29,NEAMŢ,"ȘCOALA CU CLASELE I - VIII",459,TRIFEŞTI,124723,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:30:43",827,805,0,22,0,408,386,0,22,0,391,17,900,492,119,12,223,19,18
