precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEDELCU FLORIN-EMIL-PARTIDUL SOCIAL DEMOCRAT-voturi","ANDREI IULIAN-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","IORDACHE ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NEACŞU IRINEL-EUSEBIO-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","IONIŢĂ DUMITRU-FORȚA DREPTEI-voturi"
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL TINOSU, LOCALITATEA TINOSU",592,TINOSU,135850,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:05",894,889,1,3,1,454,450,0,3,1,441,13,1000,546,80,290,31,29,11
31,PRAHOVA,"ŞCOALA PRIMARĂ SAT PISCULEŞTI, LOCALITATEA PISCULEŞTI",593,TINOSU,135850,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:37:52",481,477,0,4,0,218,214,0,4,0,203,15,460,242,23,117,10,4,49
31,PRAHOVA,"ŞCOALA PRIMARĂ SAT PREDEŞTI, LOCALITATEA PREDEŞTI",594,TINOSU,135850,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:36",512,507,0,5,0,273,268,0,5,0,263,10,600,327,39,179,17,12,16
