precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIRUŢĂ ION-UNIUNEA SALVAȚI ROMÂNIA-voturi","ILIESCU MARCEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOGDAN CĂTĂLIN-CLAUDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","GOAŢĂ LUCIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
20,GORJ,"ȘCOALA CU CLASELE I-IV BUCȘANA",273,PRIGORIA,81415,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:27",648,639,0,2,7,456,447,0,2,7,429,27,700,244,6,14,166,243
20,GORJ,"ȘCOALA CU CLASELE I-IV CĂLUGAREASA",274,PRIGORIA,81415,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:40:00",477,465,0,11,1,324,312,0,11,1,312,12,500,176,3,30,181,98
20,GORJ,"ȘCOALA CU CLASELE I-IV DOBRANA",275,PRIGORIA,81415,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:44:38",304,293,0,10,1,231,220,0,10,1,222,9,300,69,6,15,146,55
20,GORJ,"ȘCOALA CU CLASELE I-IV NEGOIEȘTI",276,PRIGORIA,81415,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:37:11",229,221,0,7,1,159,151,0,7,1,147,12,250,91,4,5,75,63
20,GORJ,"ȘCOALA CU CLASELE I-IV ZORLEȘTI",277,PRIGORIA,81415,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:38:13",338,330,1,6,1,220,212,1,6,1,211,9,372,152,1,6,93,111
20,GORJ,"ŞCOALA GIMNAZIALĂ PRIGORIA",272,PRIGORIA,81415,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:29",342,323,0,17,2,225,206,0,17,2,219,6,400,175,3,4,91,121
