precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ORZA GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","MARINESCU ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MICLĂU CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","DOROI TITU-PARTIDUL S.O.S. ROMÂNIA-voturi","RAIN PETRU-PARTIDUL MIȘCAREA POPULARĂ-voturi","BĂCANU NICOLAE-GHEORGHE-FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",107,"ORAŞ BĂILE HERCULANE",50923,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:31:13",494,474,3,14,3,312,294,1,14,3,302,10,527,215,152,9,121,2,6,12
11,CARAŞ-SEVERIN,"LICEUL HERCULES",106,"ORAŞ BĂILE HERCULANE",50923,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:45",967,930,4,23,10,537,502,2,23,10,523,14,1021,484,280,15,186,8,9,25
11,CARAŞ-SEVERIN,"LICEUL HERCULES",105,"ORAŞ BĂILE HERCULANE",50923,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:27:20",889,858,0,23,8,450,419,0,23,8,441,9,949,499,252,10,154,5,4,16
11,CARAŞ-SEVERIN,"LICEUL HERCULES(FOSTA SCOALA GENERALA)",104,"ORAŞ BĂILE HERCULANE",50923,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:32:55",1431,1379,5,34,13,779,732,0,34,13,750,29,1527,748,392,24,265,14,16,39
11,CARAŞ-SEVERIN,"PROTOPOPIAT ORTODOX ROMÂN",103,"ORAŞ BĂILE HERCULANE",50923,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:47:23",216,203,0,11,2,131,118,0,11,2,130,1,223,92,69,5,48,1,1,6
