precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD-PUSL-voturi","ALIANȚA MIȘCAREA, NOI PLOIEȘTENII - REPER-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CEZAR PETRESCU”",225,"ORAŞ BUŞTENI",131210,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:58:25",802,799,1,2,0,480,478,0,2,0,452,28,897,417,125,41,70,6,44,152,6,8
31,PRAHOVA,"SCOALA GIMNAZIALĂ CIREŞANU",305,"BABA ANA",132164,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:31:33",661,644,0,17,0,375,358,0,17,0,349,26,709,334,140,28,80,2,9,82,6,2
31,PRAHOVA,"SCOALA GIMNAZIALA CLASELE I-VIII ALBESTI PALEOLOGU",287,ALBEŞTI-PALEOLOGU,131933,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:58",1453,1448,0,3,2,755,750,0,3,2,707,48,1600,845,151,95,65,3,49,316,14,14
31,PRAHOVA,"SCOALA GIMNAZIALA CLASELE I-VIII SAT VADU PĂRULUI",290,ALBEŞTI-PALEOLOGU,131933,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:24:17",1488,1474,2,7,5,714,701,1,7,5,679,35,1608,894,73,89,123,7,23,350,10,4
31,PRAHOVA,"SCOALA GIMNAZIALA COMARNIC",232,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:34",1384,1358,0,7,19,800,774,0,7,19,774,26,1500,700,506,115,19,0,9,122,2,1
31,PRAHOVA,"SCOALA GIMNAZIALA COMARNIC NR.2",227,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:15",795,791,1,3,0,473,470,0,3,0,460,13,900,427,257,50,28,3,9,107,3,3
31,PRAHOVA,"SCOALA GIMNAZIALA COMARNIC NR.2",228,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:35",1260,1250,0,8,2,698,688,0,8,2,666,32,1400,702,472,59,37,0,10,86,0,2
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ COMUNA ARICEȘTII RAHTIVANI NR. 96A",296,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:42:45",1208,1200,0,7,1,734,726,0,7,1,676,51,1208,481,176,70,62,4,21,322,9,12
31,PRAHOVA,"SCOALA GIMNAZIALA, COMUNA BATRANI",323,BĂTRÂNI,136278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:49:19",895,864,0,9,22,565,534,0,9,22,510,54,931,367,84,53,12,0,16,343,2,0
31,PRAHOVA,"ŞCOALA GİMNAZİALĂ COMUNA BOLDEŞTİ-GRADİŞTEA,CORP B",339,BOLDEŞTI-GRADIŞTEA,132379,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:50:05",652,624,0,8,20,481,453,0,8,20,432,21,707,254,158,38,133,10,19,67,2,5
31,PRAHOVA,"SCOALA GIMNAZIALA, COMUNA COLCEAG PJ",383,COLCEAG,132752,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:49:08",1072,1046,0,13,13,1072,1046,0,13,13,551,38,1200,611,329,127,13,19,18,5,4,36
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ COMUNA MAGURELE-INVĂŢĂMÂNT PRIMAR",468,MĂGURELE,134014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:21",1360,1355,3,2,0,731,728,1,2,0,718,13,1494,763,296,75,89,0,45,189,15,9
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ COMUNA MĂGURELE-INVĂŢĂMÂNT PRIMAR",467,MĂGURELE,134014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:26:32",1239,1238,0,1,0,618,617,0,1,0,579,39,1356,738,246,76,45,2,28,148,20,14
31,PRAHOVA,"SCOALA GIMNAZIALA COMUNA PLOPU",498,PLOPU,134390,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:52",893,869,0,11,13,615,591,0,11,13,591,24,864,249,373,70,19,1,15,102,5,6
31,PRAHOVA,"SCOALA GIMNAZIALA,COMUNA PUCHENII MARI",527,"PUCHENII MARI",134942,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:47:38",1010,992,0,6,12,558,540,0,6,12,535,23,1100,542,284,45,76,4,14,62,5,45
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ COMUNA SĂLCIILE",542,SĂLCIILE,135146,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:41:21",760,606,0,97,57,607,453,0,97,57,566,24,729,122,37,37,183,2,34,261,6,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ COMUNA SECĂRIA",553,SECĂRIA,135226,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:21:57",962,941,0,3,18,683,662,0,3,18,646,37,1077,394,259,51,17,0,16,296,1,6
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ,COMUNA VÎLCĂNEŞTI, SAT CÎRJARI",623,VÂLCĂNEŞTI,136198,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:05:30",585,559,2,5,19,298,274,0,5,19,281,15,600,304,134,27,11,9,8,79,10,3
31,PRAHOVA,"SCOALA GIMNAZIALĂ CONDURATU",306,"BABA ANA",132164,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:27",993,977,1,15,0,520,505,0,15,0,483,37,1109,589,281,54,32,0,23,81,10,2
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BREAZA",213,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:35:03",1257,1243,3,9,2,703,692,0,9,2,679,24,1400,697,367,61,62,6,14,142,22,5
31,PRAHOVA,"SCOALA GIMNAZIALA CU CLASELE I-IV SAT ALBESTI MURU",288,ALBEŞTI-PALEOLOGU,131933,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:52",835,822,2,6,5,399,388,0,6,5,385,14,938,539,62,46,58,2,15,186,7,9
31,PRAHOVA,"SCOALA GIMNAZIALA CU CLASELE I-VIII CIOCENI",289,ALBEŞTI-PALEOLOGU,131933,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:40:12",729,721,0,8,0,391,383,0,8,0,371,20,800,409,122,62,16,1,24,144,2,0
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII”MITROPOLIT PIMEN GEORGESCU” PROVIŢA DE SUS",525,"PROVIŢA DE SUS",134899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:43",1330,1282,1,4,43,912,865,0,4,43,857,49,1400,494,97,130,149,3,41,424,9,4
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ DRAJNA DE SUS",391,DRAJNA,132896,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:39:05",1221,1216,1,4,0,633,629,0,4,0,601,31,1300,667,311,116,23,3,15,110,3,20
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”DUMITRU BREZEANU”,SAT TEIȘANI,NR.160",584,TEIŞANI,135725,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:57:35",1386,1368,2,14,2,876,860,0,14,2,821,50,1500,629,289,124,117,5,40,166,13,67
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ELENA DOAMNA”",5,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:15:32",1242,1231,5,6,0,574,568,0,6,0,554,20,1300,726,105,52,134,9,26,122,59,47
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ELENA DOAMNA”",6,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:50:33",1181,1164,13,4,0,552,548,0,4,0,520,32,1300,748,89,63,94,9,13,132,77,43
31,PRAHOVA,"SCOALA GIMNAZIALA ”EROILOR” LIPANESTI",464,LIPĂNEŞTI,133964,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:18:28",851,837,1,9,4,508,494,1,9,4,481,27,920,412,205,61,37,5,26,134,5,8
31,PRAHOVA,"SCOALA GIMNAZIALA ”EROILOR” LIPANESTI",465,LIPĂNEŞTI,133964,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:34",1028,1016,0,4,8,636,624,0,4,8,601,35,1101,465,216,96,29,3,22,211,10,14
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”FLORIN COMIŞEL”",22,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:28:38",1382,1368,1,13,0,558,545,0,13,0,529,29,1400,842,89,80,96,6,30,99,89,40
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”FLORIN COMIȘEL”",21,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:27:20",1447,1437,3,7,0,532,525,0,7,0,507,25,1500,968,64,69,75,8,39,131,88,33
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",56,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:23",1214,1206,0,7,1,507,499,0,7,1,481,15,1300,793,74,56,78,11,20,146,57,39
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE COŞBUC”",57,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:26",1285,1274,3,8,0,495,486,1,8,0,469,26,1300,805,66,46,105,7,30,96,66,53
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",85,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:27:35",1233,1219,0,13,1,481,467,0,13,1,462,19,1300,819,73,67,55,10,41,98,68,50
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",87,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:24",1134,1129,0,5,0,469,464,0,5,0,443,21,1200,736,70,53,78,14,19,102,59,48
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",86,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:56",1247,1240,1,6,0,467,461,0,6,0,448,19,1300,833,72,53,66,6,26,108,75,42
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GEORGE EMIL PALADE”",84,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:17",1193,1186,0,7,0,487,480,0,7,0,466,21,1300,813,61,57,68,12,20,130,80,38
31,PRAHOVA,"ŞCOALA GIMNAZIALA ”GEORGE ENESCU” SALA 3 B",259,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:32",458,451,0,6,1,244,237,0,6,1,231,13,500,256,80,24,45,1,7,69,2,3
31,PRAHOVA,"ŞCOALA GIMNAZIALA ”GEORGE ENESCU” SALA I B",260,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:57",795,781,2,8,4,437,425,0,8,4,406,31,900,463,124,79,70,7,28,75,9,14
31,PRAHOVA,"SCOALA GIMNAZIALA GHEORGHE COSTESCU ALUNIS",291,ALUNIŞ,131988,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:10",1123,1095,0,18,10,780,752,0,18,10,732,48,1226,446,120,123,144,2,28,298,8,9
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR” COMUNA BĂRCĂNEŞTI",317,BĂRCĂNEŞTI,130552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:47",1349,1349,0,0,0,587,587,0,0,0,548,39,1513,926,103,97,59,6,37,213,16,17
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR” COMUNA BĂRCĂNEŞTI",316,BĂRCĂNEŞTI,130552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:58:39",1315,1312,1,2,0,536,534,0,2,0,497,39,1413,877,163,87,37,7,32,140,8,23
31,PRAHOVA,"SCOALA GIMNAZIALA GORNET",436,GORNET,133562,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:50",957,952,0,3,2,631,626,0,3,2,587,44,1000,369,137,79,26,3,18,304,10,10
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GRIGORE MOISIL”",144,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:09:40",1045,1040,1,4,0,388,384,0,4,0,370,18,1100,712,49,42,61,5,13,86,84,30
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”GRIGORE MOISIL”",143,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:02:58",998,989,2,7,0,368,361,0,7,0,349,19,1100,732,57,45,54,5,19,96,57,16
31,PRAHOVA,"SCOALA GIMNAZIALA GURA VITIOAREI",445,"GURA VITIOAREI",131835,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:21",1652,1649,0,1,2,898,895,0,1,2,843,55,1831,933,419,125,39,6,43,182,9,20
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”HENRI MATHIAS BERTHELOT”",142,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:12",1481,1440,36,5,0,633,627,1,5,0,608,25,1600,967,111,65,129,3,31,116,104,49
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”HENRI MATHIAS BERTHELOT”",140,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:06",789,781,0,8,0,323,315,0,8,0,305,18,900,577,57,28,64,4,21,54,50,27
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”HENRI MATHIAS BERTHELOT”",141,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:56",1072,1064,3,5,0,475,470,0,5,0,450,25,1200,725,73,46,89,7,27,98,69,41
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ HOMORÎCIU",456,IZVOARELE,133795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:58",921,915,0,5,1,490,484,0,5,1,457,33,1010,520,71,77,18,3,30,252,6,0
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ HOMORÎCIU",457,IZVOARELE,133795,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:39:30",783,764,13,5,1,390,384,0,5,1,364,26,844,454,63,49,10,0,14,210,2,16
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",80,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:24:49",1718,1714,0,3,1,829,826,0,2,1,790,39,1900,1071,142,76,171,8,30,161,113,89
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",78,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:20:09",1503,1495,4,4,0,632,628,0,4,0,611,21,1600,968,84,70,116,7,29,158,95,52
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",79,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:56:33",1832,1820,2,10,0,827,817,0,10,0,786,41,1900,1014,123,108,139,8,36,179,111,82
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”I. A. BASSARABESCU” (ŞCOALA GIMNAZIALĂ I. A. BASARABESCU)",81,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:15:43",1408,1381,4,6,17,602,579,0,6,17,570,32,1500,898,92,69,81,7,29,159,81,52
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",112,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:47:47",1366,1365,0,1,0,587,586,0,1,0,558,29,1500,913,60,39,140,139,8,21,88,63
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",114,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:19",1200,1192,0,8,0,563,555,0,8,0,529,34,1300,737,101,57,90,4,22,125,78,52
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHIŢĂ VĂCĂRESCU”",113,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:49:11",1322,1314,0,8,0,592,584,0,8,0,573,19,1400,807,82,73,111,7,22,148,75,55
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”IENĂCHIȚĂ VĂCĂRESCU”",111,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:26",1037,1030,0,7,0,427,420,0,7,0,412,15,1200,773,72,50,79,4,15,89,72,31
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IENĂCHŢĂ VĂCĂRESCU”",115,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:43",873,866,1,6,0,382,376,0,6,0,360,22,900,518,52,42,70,2,24,85,55,30
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”INGINER GHEORGHE PĂNCULESCU”",279,"ORAŞ VĂLENII DE MUNTE",131817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:35",1247,1242,1,4,0,675,671,0,4,0,636,39,1400,725,78,86,44,3,25,299,6,95
31,PRAHOVA,"SCOALA GIMNAZIALA INOTESTI-COLCEAG-STRUCTURA",384,COLCEAG,132752,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:00:13",1360,1340,0,8,12,799,779,0,8,12,722,77,1388,589,137,97,64,8,35,344,29,8
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ÎNVĂŢĂTOR ION MATEESCU” POIANA-CĂMPINA",506,"POIANA CÂMPINA",131274,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:06:11",996,989,0,5,2,587,580,0,5,2,563,24,1100,513,350,48,20,5,19,105,4,12
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN DUHOVNICUL” BĂNEŞTI",312,BĂNEŞTI,132315,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:18",1354,1333,5,5,11,763,747,0,5,11,732,29,1500,737,206,88,72,6,26,305,12,17
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN DUHOVNICUL” BĂNEŞTI",315,BĂNEŞTI,132315,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:22:25",963,931,1,11,20,548,517,0,11,20,518,30,978,430,268,50,32,5,23,117,16,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN DUHOVNICUL” BĂNEŞTI",314,BĂNEŞTI,132315,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:40:13",1075,1036,2,20,17,612,575,0,20,17,591,21,1200,588,292,63,42,4,23,154,6,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN GRIGORESCU”",47,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:31:54",1195,1187,0,8,0,496,488,0,8,0,469,19,1200,712,73,74,65,16,44,89,61,47
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN GRIGORESCU”",49,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:36",1183,1176,0,7,0,493,486,0,7,0,463,30,1300,807,82,69,63,6,39,103,59,42
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”IOAN GRIGORESCU”",48,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:10",1037,1034,0,3,0,381,378,0,3,0,365,16,1100,719,46,56,55,26,25,81,49,27
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”IOAN MOGA”",412,"FILIPEŞTII DE PĂDURE",133161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:19",1200,1183,0,14,3,681,664,0,14,3,639,4,1300,614,137,128,62,0,32,257,13,10
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",135,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:03",1090,1081,0,6,3,464,455,0,6,3,428,27,1200,745,74,50,66,12,21,105,66,34
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",133,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:41:46",1184,1174,6,4,0,516,512,0,4,0,504,12,1300,784,75,58,110,6,20,140,60,35
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",132,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:50:22",1336,1327,0,9,0,499,490,0,9,0,477,22,1500,1001,58,66,131,74,8,27,67,46
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",134,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:51:45",1146,1136,1,3,6,470,461,0,3,6,453,16,1200,731,55,46,97,12,12,116,66,49
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”ION CREANGĂ”",136,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:35",1246,1236,3,7,0,537,529,1,7,0,501,36,1400,863,75,47,103,9,16,89,100,62
31,PRAHOVA,"SCOALA GIMNAZIALA ION IONESCU VALEA CALUGAREASCA",600,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:41:11",933,933,0,0,0,435,435,0,0,0,406,29,1000,565,225,48,26,1,19,72,9,6
31,PRAHOVA,"SCOALA GIMNAZIALA ION IONESCU VALEA CALUGAREASCA",599,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:44",1358,1348,4,5,1,629,623,0,5,1,605,24,1574,945,261,52,46,4,30,182,17,13
31,PRAHOVA,"SCOALA GIMNAZIALA ”LAURENTIU FULGA”",428,FULGA,133394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:20:22",1324,1272,3,24,25,886,837,1,24,24,805,58,1380,517,466,58,53,2,0,221,2,3
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ MĂGURENI,CORP A, SAT MĂGURENI, NR.982",473,MĂGURENI,134050,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:43",1310,1299,0,10,1,763,753,0,10,0,710,53,1408,645,289,75,39,4,32,253,3,15
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”MĂNĂSTIREANU MIHAI” PREDEAL",520,PREDEAL-SĂRARI,134755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:01",705,699,0,0,6,435,429,0,0,6,401,34,800,365,213,42,12,0,17,109,1,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MĂNECIU-PĂMÎNTENI, NR.1229",483,MĂNECIU,134096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:45:29",1541,1535,0,0,6,777,771,0,0,6,744,33,1700,923,322,124,29,1,20,224,15,9
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MĂNECIU-PĂMÎNTENI, NR.267",481,MĂNECIU,134096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:36:54",859,849,2,7,1,490,482,0,7,1,474,16,900,410,217,75,21,1,24,121,8,7
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MĂNECIU-PĂMÎNTENI, NR.267",482,MĂNECIU,134096,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:02:13",944,937,0,6,1,494,487,0,6,1,468,20,1000,512,218,72,11,1,17,141,5,3
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB CORP A, SAT BREBU MÎNĂSTIREI, NR.799",348,BREBU,132404,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:20:45",1494,1473,1,17,3,946,925,1,17,3,900,46,1600,654,370,93,38,2,24,341,8,24
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB CORP B, SAT BREBU MÎNĂSTIREI, NR.803",347,BREBU,132404,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:31",890,866,0,21,3,577,553,0,21,3,555,22,900,323,232,48,32,1,22,195,7,18
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB, ŞCOALĂ GIMNAZIALĂ PIETRICEAUA, SAT PIETRICEAUA, NR.1",351,BREBU,132404,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:37",867,863,0,3,1,510,506,0,3,1,493,17,900,390,232,61,13,1,16,164,3,3
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB, ŞCOALĂ PRIMARĂ STRUCTURĂ, NR.2, SAT BREBU MEGIEŞESC, NR.53",349,BREBU,132404,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:50:16",1450,1424,2,23,1,912,887,1,23,1,869,43,1600,688,289,80,50,2,23,401,5,19
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ MATEI BASARAB, ŞCOALĂ PRIMARĂ STRUCTURĂ, SAT BREBU MEGIEŞESC, NR.278",350,BREBU,132404,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:55",1040,1023,0,16,1,679,662,0,16,1,659,20,1200,521,283,71,37,3,22,218,6,19
