precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD-PUSL-voturi","ALIANȚA MIȘCAREA, NOI PLOIEȘTENII - REPER-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",108,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:10",836,827,0,9,0,343,334,0,9,0,330,12,900,556,44,53,61,5,27,80,34,26
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 47 (FOSTA GRĂDINIŢĂ NR. 47)",107,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:10",751,746,0,5,0,345,340,0,5,0,336,9,800,455,53,35,62,0,14,90,53,29
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",102,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:13",1247,1247,0,0,0,478,478,0,0,0,455,23,1300,822,63,57,74,4,28,102,68,59
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",103,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:42",1328,1314,0,14,0,504,490,0,14,0,480,24,1400,896,66,64,59,12,38,129,73,39
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",105,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:07",926,922,0,4,0,312,308,0,4,0,297,15,1000,688,38,50,51,2,21,75,32,28
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”SF. MUCENIC MINA” (FOSTA GRĂDINIŢĂ NR. 36 ”SF. MUCENIC MINA”)",104,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:22",1048,1042,0,6,0,418,412,0,6,0,390,28,1200,782,52,61,59,4,21,102,50,41
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ȘI PROGRAM NORMAL ”CASTELUL FERMECAT”",212,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:36:03",811,801,0,10,0,398,388,0,10,0,383,15,942,544,213,30,26,2,5,95,10,2
31,PRAHOVA,"GRĂDINIŢA DÂMBU",194,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:24",1075,1070,0,5,0,589,584,0,5,0,541,48,1301,712,98,62,30,10,61,268,3,9
31,PRAHOVA,"GRADINITA DE COPII",324,BĂTRÂNI,136278,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:51:36",759,722,0,13,24,515,478,0,13,24,471,44,800,285,62,58,12,0,18,315,4,2
31,PRAHOVA,"GRĂDINIŢA DE COPII",573,ŞTEFEŞTI,135618,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:02:23",625,613,0,0,12,383,371,0,0,12,356,23,714,331,29,161,10,1,5,121,2,27
31,PRAHOVA,"GRĂDINIŢA DE COPII CU PROGRAM PRELUNGIT ”CLOPOȚICA” ORAȘUL URLAȚI",268,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:49:09",1492,1487,0,5,0,742,737,0,5,0,710,32,1600,858,234,96,53,2,54,243,14,14
31,PRAHOVA,"GRĂDINIŢA DE COPII DIN GÎRBEASCA",555,STARCHIOJD,135315,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:53:30",1125,1121,1,3,0,697,694,0,3,0,656,36,1200,508,280,98,23,1,41,205,3,5
31,PRAHOVA,"GRĂDINIŢA DE COPII DIN SATUL STARCHIOJD",554,STARCHIOJD,135315,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:33",1287,1279,0,7,1,761,753,0,7,1,711,50,1452,691,290,130,36,1,32,207,4,11
31,PRAHOVA,"GRADINITA DE COPII NR.1",331,BERTEA,132342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:49",1333,1325,0,0,8,793,785,0,0,8,720,73,1460,667,354,92,65,19,31,120,12,27
31,PRAHOVA,"GRADINITA DE COPII NR.2",332,BERTEA,132342,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:57:02",1099,1095,0,3,1,601,597,0,3,1,573,28,1210,609,301,47,26,6,22,144,4,23
31,PRAHOVA,"GRADINITA DE COPII POPESTI",504,"PODENII NOI",134443,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:50",482,445,0,18,19,290,258,0,18,14,260,30,505,215,35,42,54,0,5,123,0,1
31,PRAHOVA,"GRADINITA DE COPII SAT CARBUNARI",512,"POIENARII BURCHII",134559,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:39:00",594,581,0,6,7,365,352,0,6,7,345,20,700,335,181,47,28,1,15,63,6,4
31,PRAHOVA,"GRĂDINIŢA DE COPII SAT COADA MALULUI",469,MĂGURELE,134014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:23:51",693,689,0,4,0,384,380,0,4,0,356,19,758,378,166,44,20,1,14,103,3,5
31,PRAHOVA,"GRĂDINIŢA DE COPII SAT IAZU",470,MĂGURELE,134014,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:12:23",504,504,0,0,0,315,315,0,0,0,305,10,553,238,169,37,16,2,12,56,6,7
31,PRAHOVA,"GRADINITA DE COPII SOIMESTI",367,CEPTURA,132510,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:39",568,563,0,2,3,308,303,0,2,3,286,22,600,292,46,37,13,2,7,167,1,13
31,PRAHOVA,"GRADINIȚA DIN SAT FLOREȘTI",421,FLOREŞTI,133330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:40",997,973,0,13,11,651,627,0,13,11,623,28,1100,449,439,67,20,4,23,61,3,6
31,PRAHOVA,"GRADINITA DIRVARI",603,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:03",480,473,0,7,0,281,274,0,7,0,259,22,500,219,188,11,14,0,4,34,6,2
31,PRAHOVA,"GRĂDINIȚA DOBROTA",442,GORNET-CRICOV,133615,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:56:57",364,350,0,7,7,257,243,0,7,7,232,25,397,140,93,39,21,1,15,60,1,2
31,PRAHOVA,"GRĂDINIȚA DRĂGĂNEȘTI",395,DRĂGĂNEŞTI,133018,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:38:42",1025,1018,0,6,1,584,577,0,6,1,531,53,1100,516,114,50,67,2,22,268,5,3
31,PRAHOVA,"GRǍDINIȚA IORDǍCHEANU",450,IORDĂCHEANU,133722,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:59",988,960,2,17,9,663,636,1,17,9,633,30,1100,437,340,64,16,1,35,149,22,6
31,PRAHOVA,"GRADINITA LILIESTI",189,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:59",995,989,1,5,0,508,503,0,5,0,471,37,1210,702,70,67,37,12,33,225,6,21
31,PRAHOVA,"GRADINITA LILIESTI",190,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:03",1017,1003,0,13,1,576,562,0,13,1,529,41,1228,568,105,76,64,5,40,218,7,14
31,PRAHOVA,"GRADINIȚA NR.1",413,"FILIPEŞTII DE PĂDURE",133161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:08:04",1087,1077,0,7,3,576,566,0,7,3,528,48,1200,624,133,97,26,5,22,227,10,8
31,PRAHOVA,"GRĂDINIŢA NR.1 TELEGA",589,TELEGA,135789,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:57:03",1079,1064,1,11,3,656,642,0,11,3,623,33,1200,544,80,57,141,3,28,294,8,12
31,PRAHOVA,"GRĂDINIŢA NR.1 TEŞILA",611,"VALEA DOFTANEI",136107,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:51",1086,1083,0,3,0,503,500,0,3,0,466,37,1195,692,83,95,44,2,15,216,8,3
31,PRAHOVA,"GRADINIȚA NR. 2",414,"FILIPEŞTII DE PĂDURE",133161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:06:02",958,942,1,13,2,569,554,0,13,2,541,28,1000,431,191,106,43,6,16,158,12,9
31,PRAHOVA,"GRĂDINIȚA NR.2 CU PROGRAM NORMAL ”FLUTURAȘII”",254,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:02:11",736,723,0,9,4,416,403,0,9,4,400,15,805,390,152,59,35,3,16,113,16,6
31,PRAHOVA,"GRĂDINIŢA NR.2 TEŞILA",612,"VALEA DOFTANEI",136107,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:57",952,940,0,7,5,496,484,0,7,5,478,18,1040,544,89,118,33,1,13,217,4,3
31,PRAHOVA,"GRĂDINIȚA PLĂIȘANI",393,DRAJNA,132896,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:05",696,690,0,5,1,415,409,0,5,1,401,14,810,395,194,71,18,0,17,94,0,7
31,PRAHOVA,"GRADINITA RADILA",606,"VALEA CĂLUGĂREASCĂ",135949,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:33:23",241,233,0,5,3,127,119,0,5,3,124,3,300,173,64,10,3,0,7,37,2,1
31,PRAHOVA,"GRADINITA VITIOARA DE SUS",521,PREDEAL-SĂRARI,134755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:37",976,966,0,3,7,601,591,0,3,7,568,31,1000,401,394,44,7,0,24,85,5,9
31,PRAHOVA,"GRĂDINŢA CU PROGRAM NORMAL IZVORU",526,"PROVIŢA DE SUS",134899,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:56",309,294,0,8,7,214,199,0,8,7,201,13,338,124,20,27,63,0,5,86,0,0
31,PRAHOVA,"GR. SC. C-TIN CANTACUZINO",188,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:25",1078,1070,0,6,2,553,545,0,6,2,513,27,1301,761,95,59,68,5,30,220,16,20
31,PRAHOVA,"GR. SC. C-TIN CANTACUZINO",187,"ORAŞ BĂICOI",130981,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:43:01",1147,1141,1,4,1,586,580,1,4,1,546,40,1379,793,105,67,57,14,26,239,12,26
31,PRAHOVA,"IMOBIL PROPRIETATE ORAS SINAIA",257,"ORAŞ SINAIA",131540,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:19:29",866,846,0,12,8,866,846,0,12,8,494,27,900,377,157,83,67,7,22,134,12,12
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",251,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:29",1317,1284,5,14,14,812,784,0,14,14,782,30,1400,588,441,66,33,1,22,205,0,14
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",250,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:10",1355,1340,0,9,6,772,757,0,9,6,731,41,1599,827,378,71,31,7,35,192,9,8
31,PRAHOVA,"LICEUL CAROL I ORAŞUL PLOPENI",249,"ORAŞ PLOPENI",131443,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:26",1077,1052,2,18,5,605,581,1,18,5,576,29,1200,595,205,55,37,12,28,215,5,19
31,PRAHOVA,"LICEUL CIORANI",374,CIORANI,132681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:23:32",932,917,0,6,9,540,525,0,6,9,485,52,1021,484,40,58,109,3,43,198,7,27
31,PRAHOVA,"LICEUL CIORANI",375,CIORANI,132681,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:04:50",1486,1479,0,2,5,753,746,0,2,5,684,65,1633,884,64,177,114,3,29,249,9,39
31,PRAHOVA,"LICEUL SIMION STOLNICU",226,"ORAŞ COMARNIC",131336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:41:49",1469,1453,0,10,6,769,753,0,10,6,738,31,1600,831,332,109,60,4,30,197,5,1
31,PRAHOVA,"LICEUL TEHNOLOGIC",415,"FILIPEŞTII DE PĂDURE",133161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:34:59",1070,1059,0,11,0,577,566,0,11,0,540,37,1134,557,84,151,32,3,37,212,4,17
31,PRAHOVA,"LICEUL TEHNOLOGIC ”1 MAI”",60,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:29:12",1412,1396,0,16,0,582,566,0,16,0,560,22,1500,918,66,93,81,8,29,170,65,48
31,PRAHOVA,"LICEUL TEHNOLOGIC ”1 MAI”",61,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:05:01",1709,1705,0,4,0,681,677,0,4,0,642,39,1800,1028,159,123,75,4,42,153,42,44
31,PRAHOVA,"LICEUL TEHNOLOGIC ADMINISTRATIV ŞI DE SERVICII ”VICTOR SLĂVESCU” ( FOSTA SCOALA NR. 32)",55,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:10:16",1099,1091,2,6,0,469,463,0,6,0,447,19,1200,734,104,53,59,5,15,94,63,54
31,PRAHOVA,"LICEUL TEHNOLOGIC ADMINISTRATIV ŞI DE SERVICII ”VICTOR SLĂVESCU” ( FOSTA SCOALA NR. 32)",54,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:22:51",1107,1091,9,6,1,462,455,0,6,1,441,21,1200,738,74,50,86,5,29,95,60,42
31,PRAHOVA,"LICEUL TEHNOLOGIC AGROMONTAN ”ROMEO CONSTANTINESCU”",282,"ORAŞ VĂLENII DE MUNTE",131817,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:20",945,937,0,7,1,500,492,0,7,1,479,21,1000,500,44,65,23,1,16,251,5,74
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ANGHEL SALIGNY”",45,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:33",1130,1124,1,5,0,331,326,0,5,0,311,20,1200,869,52,74,29,3,30,51,49,23
31,PRAHOVA,"LICEUL TEHNOLOGIC ”CAROL I” VALEA DOFTANEI",610,"VALEA DOFTANEI",136107,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:05",1280,1273,0,5,2,564,557,0,5,2,538,26,1411,847,94,82,40,3,13,299,3,4
31,PRAHOVA,"LICEUL TEHNOLOGIC CERAŞU",368,CERAŞU,132574,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:56:06",1216,1181,0,11,24,828,794,0,11,23,777,51,1300,472,412,55,9,2,28,256,5,10
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",155,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:56:36",1161,1157,0,4,0,484,480,0,4,0,455,29,1300,816,66,42,96,9,28,113,74,27
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",153,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:48",1289,1267,0,6,16,470,448,0,6,16,453,17,1400,930,73,57,63,9,25,106,79,41
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",151,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:54",1240,1233,0,7,0,448,441,0,7,0,430,18,1400,952,62,65,59,7,31,96,76,34
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",152,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:21",1311,1304,0,7,0,527,520,0,7,0,505,22,1400,873,77,70,94,4,21,115,84,40
31,PRAHOVA,"LICEUL TEHNOLOGIC DE SERVICII ”SFÂNTUL APOSTOL ANDREI”",154,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:46:42",1267,1251,1,14,1,483,468,0,14,1,454,4,1400,917,54,42,80,11,27,115,82,43
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ELIE RADU” (FOST COLEGIUL TEHNIC ”ELIE RADU”)",119,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:34",1288,1278,0,9,1,481,471,0,9,1,444,37,1400,919,89,54,75,5,21,119,52,29
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ELIE RADU” (FOST COLEGIUL TEHNIC ”ELIE RADU”)",120,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:22",805,797,1,7,0,357,350,0,7,0,338,19,900,543,48,32,52,7,25,101,44,29
31,PRAHOVA,"LICEUL TEHNOLOGIC ”ELIE RADU” (FOST COLEGIUL TEHNIC ”ELIE RADU”)",118,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:46",1526,1523,0,3,0,592,589,0,3,0,569,23,1600,1008,98,72,88,9,30,132,86,54
31,PRAHOVA,"LICEUL TEHNOLOGIC ENERGETIC - (CORP A SALA DE CLASA NR.3-INTRAREA PRINCIPALA)",165,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:38",830,823,0,7,0,347,340,0,7,0,329,18,900,553,62,38,43,5,28,117,13,23
31,PRAHOVA,"LICEUL TEHNOLOGIC ENERGETIC -(CORP A-SALA DE CLASA NR.5-INTRAREA SECUNDARA)",164,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:30:34",1029,1018,3,7,1,503,495,0,7,1,472,31,1100,597,113,45,79,8,39,156,10,22
31,PRAHOVA,"LICEUL TEHNOLOGIC ”LAZĂR EDELEANU” (FOST COLEGIUL TEHNIC ”LAZĂR EDELEANU”, FOST LICEUL DE CHIMIE)",63,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:05:30",1546,1534,2,10,0,592,582,0,10,0,564,28,1600,1008,127,75,87,1,41,126,53,54
31,PRAHOVA,"LICEUL TEHNOLOGIC ”LAZĂR EDELEANU” (FOST COLEGIUL TEHNIC ”LAZĂR EDELEANU”, FOST LICEUL DE CHIMIE)",62,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:13",1213,1193,6,14,0,546,532,0,14,0,522,24,1300,754,71,71,107,6,18,110,81,58
31,PRAHOVA,"LICEUL TEHNOLOGIC MECANIC - (CORP A SALA 2)",174,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:39",1214,1211,1,2,0,587,585,0,2,0,552,35,1300,713,157,60,71,9,26,190,15,24
31,PRAHOVA,"LICEUL TEHNOLOGIC MECANIC - (CORP A SALA 3)",175,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:32:04",1402,1398,1,3,0,625,622,0,3,0,588,35,1600,977,162,73,66,8,40,206,16,17
31,PRAHOVA,"LICEUL TEHNOLOGIC MECANIC - (SALA DE SPORT)",173,"MUNICIPIUL CÂMPINA",131256,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:40:54",1445,1437,3,4,1,627,622,0,4,1,600,27,1600,973,156,66,71,5,35,228,12,27
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TASE DUMITRESCU ” MIZIL",239,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:24",1008,1002,0,6,0,315,309,0,6,0,270,45,1100,785,34,50,8,0,12,145,4,17
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TASE DUMITRESCU” MIZIL",238,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:52",847,843,1,3,0,365,361,1,3,0,346,14,900,540,61,62,13,0,24,155,8,23
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TEODOR DIAMANT”",204,"ORAŞ BOLDEŞTI-SCĂENI",131069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:46:27",978,968,0,6,4,558,548,0,6,4,546,12,1100,542,188,103,55,2,30,145,13,10
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TOMA N. SOCOLESCU” (FOST COLEGIUL TEHNIC ”TOMA N. SOCOLESCU”)",116,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:01",940,931,3,6,0,397,391,0,6,0,375,22,1000,603,55,59,67,7,21,86,52,28
31,PRAHOVA,"LICEUL TEHNOLOGIC ”TOMA N. SOCOLESCU” (FOST COLEGIUL TEHNIC ”TOMA N. SOCOLESCU”)",117,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:53",642,635,0,7,0,260,253,0,7,0,250,10,700,440,46,34,56,3,12,55,32,12
31,PRAHOVA,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET” (FOST GRUPUL SCOLAR DE ARTE SI MESERII ”SPIRU HARET”)",13,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:35",1063,1052,3,8,0,410,402,0,8,0,387,23,1100,689,63,42,81,9,32,89,48,23
31,PRAHOVA,"LICEUL TEORETIC",411,"FILIPEŞTII DE PĂDURE",133161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:32:26",1472,1462,0,8,2,885,875,0,8,2,829,48,1600,723,152,245,77,8,48,244,12,43
31,PRAHOVA,"LICEUL TEORETIC ”AUREL VLAICU” BREAZA",210,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:52:54",1517,1504,3,9,1,756,744,2,9,1,734,3,1600,846,403,68,61,4,17,148,24,9
31,PRAHOVA,"LICEUL TEORETIC ”AUREL VLAICU” BREAZA",209,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:28",1046,1024,1,17,4,549,528,0,17,4,517,32,1100,551,273,45,59,3,16,91,19,11
31,PRAHOVA,"LICEUL TEORETIC ”AUREL VLAICU” BREAZA",211,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:50",820,808,1,11,0,432,421,0,11,0,409,23,900,468,199,56,36,3,16,78,13,8
31,PRAHOVA,"LICEUL TEORETIC ”AUREL VLAICU” BREAZA",208,"ORAŞ BREAZA",131103,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:09:15",1358,1348,0,10,0,697,687,0,10,0,664,33,1500,803,332,73,70,2,24,140,15,8
31,PRAHOVA,"LICEUL TEORETIC AZUGA",181,"ORAŞ AZUGA",130954,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:13",1636,1613,0,15,8,1005,982,0,15,8,897,49,1800,800,357,126,39,7,53,274,35,6
31,PRAHOVA,"LICEUL TEORETIC ”BRÂNCOVEANU VODĂ” ORAȘUL URLAȚI",270,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:24:19",1439,1437,1,1,0,680,679,0,1,0,638,42,1600,920,201,83,27,2,62,241,14,8
31,PRAHOVA,"LICEUL TEORETIC ”BRÂNCOVEANU VODĂ” ORAȘUL URLATI (CLADIREA VECHE)",269,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:55:00",1451,1443,1,7,0,703,696,0,7,0,665,21,1600,914,197,83,54,5,40,268,11,7
31,PRAHOVA,"LICEUL TEORETIC ” GRIGORE TOCILESCU” MIZIL",245,"ORAŞ MIZIL",131407,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:35",1004,991,0,10,3,385,372,0,10,3,365,20,1100,715,58,65,23,0,21,162,8,28
31,PRAHOVA,"LICEUL TEORETIC ”ŞERBAN VODĂ”",264,"ORAŞ SLĂNIC",131577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:55",1033,1024,0,5,4,605,596,0,5,4,557,48,1130,525,122,100,91,3,19,151,6,65
31,PRAHOVA,"LICEUL TEORETIC ”ŞERBAN VODĂ”",265,"ORAŞ SLĂNIC",131577,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:02:56",1157,1136,1,13,7,632,612,0,13,7,614,12,1233,605,146,126,100,4,29,135,9,65
31,PRAHOVA,"MUZEUL JUDEŢEAN DE ISTORIE ŞI ARHEOLOGIE PRAHOVA",15,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:16",681,663,5,10,3,255,242,0,10,3,244,11,700,445,44,24,47,3,11,61,35,19
31,PRAHOVA,"OCOLUL SILVIC",20,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:59",1306,1297,2,6,1,564,557,0,6,1,534,30,1400,836,104,49,92,12,17,111,95,54
31,PRAHOVA,"PALATUL COPIILOR (FOSTA SCOALA NR. 20)",73,"MUNICIPIUL PLOIEŞTI",130534,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:37:00",1857,1838,9,10,0,797,787,0,10,0,760,29,1900,1111,133,66,169,8,30,160,126,68
