precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
13,CLUJ,"CAMINUL CULTURAL UNGURAS",654,UNGURAŞ,59880,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:55",692,670,0,1,21,465,443,0,1,21,442,23,765,300,5,71,210,72,51,33
13,CLUJ,"GRADINITA CU PROGRAM NORMAL",653,UNGURAŞ,59880,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:04:42",736,706,0,8,22,475,445,0,8,22,448,27,790,315,5,108,246,51,21,17
13,CLUJ,"GRADINIŢA CU PROGRAM NORMAL VALEA UNGURAŞULUI",656,UNGURAŞ,59880,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:16",166,155,0,8,3,106,95,0,8,3,97,9,174,68,7,39,3,44,4,0
13,CLUJ,"SCOALA GIMNAZIALA BATIN",655,UNGURAŞ,59880,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:19:36",507,479,0,9,19,378,350,0,9,19,352,26,550,172,21,225,20,70,13,3
