precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROŞIORU IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","GURGU TUDOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","SUCIU IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NĂDRAG DUMITRU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL MIORIȚA",396,CIOBANU,61256,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:35:30",235,227,0,8,0,128,120,0,8,0,126,2,250,122,36,78,2,10
14,CONSTANŢA,"ȘCOALA PROFESIONALĂ CIOBANU",394,CIOBANU,61256,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:07",1262,1261,0,1,0,772,771,0,1,0,748,24,1396,624,268,413,20,47
14,CONSTANŢA,"ȘCOALA PROFESIONALĂ CIOBANU",395,CIOBANU,61256,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:02:17",1292,1289,0,3,0,804,801,0,3,0,778,26,1418,614,299,432,11,36
