precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MÎRLOI GABRIEL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","BLOCUL SUVERANIST ROMÂN-voturi"
17,DOLJ,"CLUB CAMIN CULTURAL DIOSTI",330,DIOŞTI,72052,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 14:31:05",938,903,0,6,29,539,504,0,6,29,508,31,954,415,9,15,9,118,255,102
17,DOLJ,"SCOALA GENERALA CU CLASELE I-IV RADOMIR",332,DIOŞTI,72052,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:50:48",850,812,0,8,30,515,477,0,8,30,469,43,1000,488,51,24,45,117,75,157
17,DOLJ,"SCOALA GENERALA CU CLASELE I-VIII CIOCANESTI",331,DIOŞTI,72052,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:57:07",533,500,1,6,26,342,310,0,6,26,305,37,550,208,2,66,11,35,120,71
