precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SADOVA NOUĂ",323,SLATINA-TIMIŞ,54056,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:05:54",185,174,0,3,8,118,107,0,3,8,114,4,190,72,25,27,57,5
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL SADOVA VECHE",324,SLATINA-TIMIŞ,54056,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:32:18",315,306,2,2,5,126,118,1,2,5,120,6,336,210,30,22,53,15
11,CARAŞ-SEVERIN,"CENTRU DE ZI PENTRU PERSOANE VÂRSTNICE SLATINA-TIMIȘ",321,SLATINA-TIMIŞ,54056,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:09:42",1447,1368,5,10,64,857,783,0,10,64,845,12,1514,657,96,308,404,37
11,CARAŞ-SEVERIN,"ȘCOALA PRIMARĂ ILOVA",322,SLATINA-TIMIŞ,54056,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:28:08",376,352,0,4,20,376,352,0,4,20,369,5,646,272,55,15,188,111
