precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUTĂ DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","MARCU VALENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","BERCUCI NICU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ENE DENIS-CĂTĂLIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"OBŞTEA PRISACA",323,"VALEA SĂRII",178313,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:14",143,138,0,5,0,102,97,0,5,0,100,2,149,47,22,73,4,1
41,VRANCEA,"SALĂ FESTIVITĂŢI",321,"VALEA SĂRII",178313,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:58:16",605,577,0,8,20,396,368,0,8,20,391,5,656,260,168,180,39,4
41,VRANCEA,"SCOALA GENERALA PODURI",322,"VALEA SĂRII",178313,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:31",233,208,0,14,11,158,133,0,14,11,153,5,240,82,37,92,21,3
41,VRANCEA,"SCOALA GIMNAZIALĂ ” VASILE IFTIMESCU ” VALEA SARII",320,"VALEA SĂRII",178313,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:47:00",666,630,0,11,25,450,414,0,11,25,434,16,720,270,119,289,14,12
