precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BELŢIC PÂRWUŞOR-ŢICU-EZEKIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BELŢIC MIRCEA-voturi"
35,SUCEAVA,"CAMIN CULTURAL PLOPENI",179,"ORAŞ SALCEA",146370,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:57",1989,1981,5,2,1,1131,1128,0,2,1,1087,44,1997,866,993,94
35,SUCEAVA,"CĂMINUL CULTURAL - PRELIPCA",181,"ORAŞ SALCEA",146370,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:00",1103,1100,0,2,1,600,597,0,2,1,570,30,1300,700,503,67
35,SUCEAVA,"CĂMINUL CULTURAL SALCEA",177,"ORAŞ SALCEA",146370,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:15:38",1418,1415,0,2,1,728,725,0,2,1,694,34,1600,872,538,156
35,SUCEAVA,"CĂMINUL CULTURAL SALCEA",176,"ORAŞ SALCEA",146370,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:35:51",1239,1238,0,0,1,651,650,0,0,1,626,25,1300,616,485,141
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”IACOB COSTACHE”",180,"ORAŞ SALCEA",146370,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:22:07",1279,1276,0,3,0,751,748,0,3,0,693,58,1317,566,585,108
35,SUCEAVA,"ȘCOALA MERENI",178,"ORAŞ SALCEA",146370,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:26:17",1400,1396,0,4,0,771,767,0,4,0,750,21,1600,775,667,83
