precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL DOBRA",359,DOBRA,89428,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:28:48",1402,1315,0,67,20,880,793,0,67,20,852,28,1473,593,102,45,567,138
22,HUNEDOARA,"CĂMINUL CULTURAL LĂPUȘNIC",360,DOBRA,89428,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:54:44",395,381,0,10,4,221,207,0,10,4,214,7,414,193,44,8,140,22
22,HUNEDOARA,"CĂMINUL CULTURAL PANC",361,DOBRA,89428,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:35:38",156,135,0,15,6,109,88,0,15,6,108,1,149,40,7,2,82,17
22,HUNEDOARA,"CĂMINUL CULTURAL RĂDULEȘTI",362,DOBRA,89428,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:31:33",143,134,0,8,1,95,86,0,8,1,86,9,148,53,5,2,66,13
22,HUNEDOARA,"CĂMINUL CULTURAL ROȘCANI",363,DOBRA,89428,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:51:52",580,528,1,23,28,387,336,0,23,28,373,14,580,193,20,10,271,72
22,HUNEDOARA,"CĂMINUL CULTURAL STÂNCEȘTI",364,DOBRA,89428,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:43:14",102,94,0,7,1,59,51,0,7,1,59,0,105,46,6,2,38,13
