precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NIŢU NADIA-MIHAELA-PARTIDUL NAȚIONAL LIBERAL-voturi","ROTARU DORU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUZEA VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","IORDACHE COMAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"CĂMINUL CULTURAL LANURILE",425,ZIDURI,50479,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:39:06",551,527,0,0,24,334,312,0,0,22,321,13,568,234,41,19,246,15
10,BUZĂU,"CĂMINUL CULTURAL ZOIŢA",426,ZIDURI,50479,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:55",434,426,0,4,4,259,252,0,4,3,249,10,428,169,101,13,134,1
10,BUZĂU,"SALA DE ŞEDINŢE PRIMĂRIA ZIDURI",421,ZIDURI,50479,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:39:37",820,805,0,4,11,465,450,0,4,11,455,10,800,335,95,54,295,11
10,BUZĂU,"ŞCOALA PRIMARĂ COSTIENI",422,ZIDURI,50479,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:01",572,570,0,2,0,344,342,0,2,0,337,7,572,228,31,14,284,8
10,BUZĂU,"ŞCOALA PRIMARĂ CUCULEASA",423,ZIDURI,50479,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:09",367,362,0,5,0,246,241,0,5,0,241,5,400,153,32,5,201,3
10,BUZĂU,"ŞCOALA PRIMARĂ HELIADE RĂDULESCU",424,ZIDURI,50479,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:28:58",625,603,1,6,15,357,336,0,6,15,350,7,604,247,59,12,276,3
