precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GLIGA DUMITRIŢA-PARTIDUL SOCIAL DEMOCRAT-voturi","TOGĂNEL CRISTINA-MARA-PARTIDUL NAȚIONAL LIBERAL-voturi","PÉTER FERENC-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BIRO DANIEL-RĂZVAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GIURGIU ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MAŞCA DAN-SORIN-PARTIDUL OAMENILOR LIBERI-voturi","DEGAN AXENTE-CIPRIAN-PARTIDUL ROMÂNIA MARE-voturi","MÁTHÉ ZSOLT-PÉTER-voturi"
28,MUREŞ,"FOSTA SCOALA PRIMARA",494,RUŞII-MUNŢI,119153,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:13:50",306,297,0,8,1,186,177,0,8,1,180,6,327,141,120,30,3,13,10,0,4,0
28,MUREŞ,"FOSTA SCOALA PRIMARA COMORI",410,GURGHIU,117319,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:23:30",145,141,0,4,0,93,89,0,4,0,87,6,160,67,19,58,1,1,7,0,1,0
28,MUREŞ,"FOSTA ȘCOALA PRIMARA SATU -NOU",522,"SÂNPETRU DE CÂMPIE",119527,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:28",180,165,0,10,5,133,118,0,10,5,124,9,179,46,48,21,3,49,3,0,0,0
28,MUREŞ,"FOSTUL LICEU TEHNOLOGIC ”EMIL A. DANDEA”",85,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:53",970,963,1,6,0,381,375,0,6,0,371,10,1080,699,96,75,87,44,33,28,5,3
28,MUREŞ,"FOSTUL LICEU TEHNOLOGIC ”EMIL A.DANDEA”",84,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:26:16",1268,1258,2,7,1,555,547,0,7,1,499,56,1400,845,130,45,188,65,32,23,10,6
28,MUREŞ,"FOSTUL SEDIU AL POSTEI ROMANE",481,PETELEA,118799,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:58",1127,1110,2,3,12,593,578,0,3,12,527,66,1247,654,86,381,3,34,18,3,2,0
28,MUREŞ,"GRĂDINIŢA ”CĂSUŢA FERMECATĂ” - LUDUȘ",169,"ORAŞ LUDUŞ",114710,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:12:59",1264,1252,2,7,3,637,625,2,7,3,615,22,1400,763,250,132,104,71,38,6,6,8
28,MUREŞ,"GRĂDINIŢA CU PROG.PREL.”RÂNDUNICA”",77,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:03:10",1593,1582,0,11,0,760,749,0,11,0,728,32,1764,1004,150,74,362,43,46,38,5,10
28,MUREŞ,"GRADINITA CU PROGRAM NORMAL",398,GORNEŞTI,117177,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:15",815,788,1,5,21,431,406,0,5,20,423,8,870,439,43,37,278,55,6,1,1,2
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL APOLD",231,APOLD,115183,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:06:23",863,856,2,0,5,420,413,2,0,5,392,28,947,527,26,328,4,28,1,2,1,2
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL ARCHITA",557,VÂNĂTORI,120254,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:32:22",724,713,3,8,0,296,287,1,8,0,263,33,768,472,49,77,6,114,11,1,3,2
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL BAND",249,BAND,115389,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:46",770,763,0,6,1,446,439,0,6,1,390,56,841,395,59,129,161,23,3,2,13,0
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL BEICA DE SUS",274,"BEICA DE JOS",115708,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:34:32",230,221,0,5,4,91,82,0,5,4,84,7,260,169,59,2,2,15,5,0,1,0
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL CIBU",369,FÂNTÂNELE,116796,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:23:13",79,68,0,6,5,34,23,0,6,5,32,2,80,46,0,0,32,0,0,0,0,0
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL CRISTEŞTI",331,CRISTEŞTI,114355,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:19:26",1422,1412,1,5,4,763,754,0,5,4,707,56,1560,797,102,127,278,126,38,19,11,6
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL IERNUT",154,"ORAŞ IERNUT",117827,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:57:55",1080,1065,1,5,9,604,590,0,5,9,573,31,1170,566,195,133,108,98,30,3,6,0
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 02 - LUDUȘ",170,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:18",1396,1381,4,8,3,756,745,0,8,3,730,26,1550,794,305,165,89,89,47,9,10,16
28,MUREŞ,"GRĂDINITA CU PROGRAM NORMAL NR.1 REGHIN",106,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:35:57",1046,1025,7,10,4,470,456,0,10,4,456,14,1150,680,111,62,177,28,64,4,5,5
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",105,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:46",1049,1041,2,4,2,580,574,0,4,2,556,24,1150,570,161,119,104,26,129,7,9,1
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR.3",104,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:01:16",1269,1262,3,3,1,680,676,0,3,1,661,19,1390,710,153,136,152,39,166,3,8,4
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 6",152,"MUNICIPIUL TÂRNĂVENI",114925,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:51:40",476,468,2,6,0,215,209,0,6,0,203,12,527,312,67,72,9,36,3,6,6,4
28,MUREŞ,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6",144,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:32",1068,1063,1,4,0,413,409,0,4,0,400,13,1180,767,103,105,66,84,22,8,5,7
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL PĂNET",472,PĂNET,118691,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:19:01",1064,1059,2,1,2,676,673,0,1,2,670,6,1173,497,4,6,650,1,5,1,0,3
28,MUREŞ,"GRADINITA CU PROGRAM NORMAL SANGER",512,SÂNGER,119386,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:03:50",1271,1226,2,24,19,858,815,0,24,19,792,66,1436,578,186,317,47,196,27,0,10,9
28,MUREŞ,"GRADINITA CU PROGRAM NORMAL TOACA",417,HODAC,117426,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:29:36",665,657,0,3,5,449,441,0,3,5,419,30,723,274,205,94,0,90,11,0,18,1
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”BAMBI” SÂNGEORGIU DE MUREȘ",510,"SÂNGEORGIU DE MUREŞ",114417,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:37:07",1668,1640,3,7,18,889,864,0,7,18,872,17,1790,901,83,101,522,51,56,34,9,16
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT CRISTEȘTI",330,CRISTEŞTI,114355,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:54:16",1268,1265,2,1,0,693,692,0,1,0,680,13,1400,707,143,140,212,77,74,16,14,4
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT IBĂNEŞTI-PĂDURE",426,IBĂNEŞTI,117550,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:49:05",797,778,0,1,18,482,463,0,1,18,462,20,860,378,241,60,3,140,11,2,4,1
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 01 - LUDUȘ",171,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:06:24",1116,1108,1,7,0,558,551,0,7,0,520,38,1220,662,183,157,68,83,12,4,3,10
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1",135,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:56",908,901,0,7,0,415,408,0,7,0,411,4,1000,585,101,126,92,60,22,4,4,2
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",115,"MUNICIPIUL SIGHIŞOARA",114514,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:30:20",1195,1188,0,7,0,492,485,0,7,0,476,16,1320,828,133,98,76,55,82,13,7,12
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.3",100,"MUNICIPIUL REGHIN",114809,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:52:46",1818,1808,1,6,3,897,891,0,6,0,865,32,2000,1103,265,130,292,56,103,9,4,6
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",96,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:48",938,929,0,5,4,401,392,0,5,4,377,24,1050,649,128,53,104,49,38,2,2,1
28,MUREŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.4",95,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:46",1029,1017,3,8,1,474,465,0,8,1,458,16,1150,676,125,63,145,46,61,7,7,4
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 4",132,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:31",965,957,0,8,0,348,340,0,8,0,333,15,1060,712,93,79,64,57,14,19,5,2
28,MUREŞ,"GRĂDINIŢA CU PROGR.PREL.”CODRIŞOR”",52,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:08",1490,1481,0,9,0,800,791,0,9,0,781,19,1650,850,200,167,238,49,57,51,14,5
28,MUREŞ,"GRĂDINIȚA P.P. ”RAZĂ DE SOARE”",21,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:48:44",1193,1147,30,9,7,555,538,1,9,7,545,10,1290,735,78,71,312,11,41,26,2,4
28,MUREŞ,"GRĂDINIȚA P.P. ”RAZĂ DE SOARE”",22,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 17:31:47",1174,1156,4,9,5,639,625,0,9,5,623,14,1323,684,105,83,325,25,41,33,3,8
28,MUREŞ,"GRĂDINIŢA PROG.PREL.”ALBINUŢA”",65,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:26",1262,1247,1,13,1,644,630,0,13,1,629,15,1390,746,145,77,277,40,39,38,3,10
28,MUREŞ,"GRĂDINIŢA PROG.PREL.”LICURICI”",71,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:56",1194,1171,2,14,7,694,673,0,14,7,675,19,1310,616,98,92,370,9,49,37,12,8
28,MUREŞ,"GRĂDINIŢA PROG.PREL.”LICURICI”",70,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:43:02",1404,1392,1,6,5,797,786,0,6,5,777,20,1557,760,141,79,424,45,36,34,7,11
28,MUREŞ,"GRĂDINIŢA PROGR.PREL.NR.6",25,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:28",1278,1168,102,7,1,636,627,1,7,1,623,13,1320,684,108,127,239,35,52,46,8,8
28,MUREŞ,"INTERNAT LICEUL TEHNOLOGIC ”AVRAM IANCU”",4,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:03:18",1313,1257,33,11,12,635,612,0,11,12,624,11,1410,775,121,68,341,25,23,34,4,8
28,MUREŞ,"LICEUL CONSTANTIN BRÂNCUŞI",137,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:11",1024,1018,0,6,0,360,354,0,6,0,340,20,1130,770,83,98,48,72,12,10,9,8
28,MUREŞ,"LICEUL CU PROGRAM SPORTIV ”SZASZ ADALBERT”",23,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:53",1649,1508,60,13,68,808,724,3,13,68,791,17,1690,882,83,102,473,37,34,48,6,8
28,MUREŞ,"LICEUL TEHNOLOGIC ”AUREL PERȘU”",11,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:56",1183,1167,4,8,4,671,659,0,8,4,646,25,1330,659,144,122,220,55,52,36,10,7
28,MUREŞ,"LICEUL TEHNOLOGIC ”AUREL PERȘU”",10,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:07",1178,1175,0,3,0,495,492,0,3,0,470,25,1320,825,124,61,125,75,36,34,10,5
28,MUREŞ,"LICEUL TEHNOLOGIC ”AVRAM IANCU”",63,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:58:49",1473,1460,0,5,8,806,795,0,5,6,792,14,1650,844,135,95,446,27,42,35,7,5
28,MUREŞ,"LICEUL TEHNOLOGIC ”AVRAM IANCU”",64,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:10",1316,1290,9,15,2,629,611,1,15,2,615,14,1458,829,112,70,306,38,44,30,8,7
28,MUREŞ,"LICEUL TEHNOLOGIC ”AVRAM IANCU”",62,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:03",1267,1222,28,15,2,663,646,0,15,2,652,11,1380,717,76,89,378,22,41,34,6,6
28,MUREŞ,"LICEUL TEHNOLOGIC ”C-TIN BRÂNCUŞI”",26,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:29:51",1371,1256,78,27,10,760,723,0,27,10,723,37,1430,670,111,103,380,35,48,40,3,3
28,MUREŞ,"LICEUL TEHNOLOGIC ELECTROMUREŞ",40,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:47",1549,1528,6,12,3,824,809,0,12,3,804,20,1710,886,196,172,248,55,57,56,17,3
28,MUREŞ,"LICEUL TEHNOLOGIC ELECTROMUREŞ",39,"MUNICIPIUL TÂRGU MUREŞ",114319,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:20:35",1974,1899,55,17,3,1075,1052,3,17,3,1070,5,2120,1045,226,259,291,78,104,95,13,4
28,MUREŞ,"LICEUL TEHNOLOGIC ELECTROMUREŞ",41,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:49:05",1445,1379,9,11,46,829,772,0,11,46,823,6,1588,759,224,121,288,58,56,58,13,5
28,MUREŞ,"LICEUL TEHNOLOGIC ELECTROMUREŞ",42,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:32",1403,1386,4,11,2,766,753,0,11,2,754,12,1580,814,210,138,237,52,48,49,10,10
28,MUREŞ,"LICEUL TEHNOLOGIC ”GH. ŞINCAI”",73,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:14:49",1345,1331,1,8,5,761,748,0,8,5,739,22,1480,719,161,79,401,35,30,22,10,1
28,MUREŞ,"LICEUL TEHNOLOGIC ”GH. ŞINCAI”",74,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:53",1448,1430,1,11,6,778,761,0,11,6,750,28,1600,822,148,70,425,37,26,26,8,10
28,MUREŞ,"LICEUL TEHNOLOGIC ”GH. ŞINCAI”",72,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:12",1477,1457,4,14,2,778,761,1,14,2,752,26,1620,842,122,81,422,32,33,48,7,7
28,MUREŞ,"LICEUL TEHNOLOGIC ”IOAN BOJOR”",93,"MUNICIPIUL REGHIN",114809,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:30",1544,1535,2,7,0,767,760,0,7,0,751,16,1700,933,212,154,177,65,122,6,9,6
28,MUREŞ,"LICEUL TEHNOLOGIC ”IOAN BOJOR”",94,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:40:47",1649,1640,0,8,1,781,772,0,8,1,767,14,1800,1019,229,143,182,48,146,9,6,4
28,MUREŞ,"LICEUL TEHNOLOGIC ”ION VLASIU”",30,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:17:34",1355,1287,0,40,28,712,644,0,40,28,695,17,1530,818,130,112,325,38,35,49,3,3
28,MUREŞ,"LICEUL TEHNOLOGIC ”LUCIAN BLAGA”",89,"MUNICIPIUL REGHIN",114809,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:56",1364,1351,7,6,0,683,677,0,6,0,662,21,1500,817,167,79,206,61,118,10,13,8
28,MUREŞ,"LICEUL TEHNOLOGIC ”LUCIAN BLAGA”",88,"MUNICIPIUL REGHIN",114809,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 11:47:59",1603,1596,0,5,2,879,872,0,5,2,849,30,1750,871,248,156,187,60,144,19,28,7
28,MUREŞ,"LICEUL TEHNOLOGIC NR. 1 - LUDUȘ",168,"ORAŞ LUDUŞ",114710,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:34",1259,1248,0,8,3,641,630,0,8,3,618,23,1390,749,262,153,90,61,30,3,8,11
28,MUREŞ,"LICEUL TEHNOLOGIC NR. 2",111,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:17",899,877,4,11,7,368,349,1,11,7,350,18,1000,632,93,67,40,53,61,17,10,9
28,MUREŞ,"LICEUL TEHNOLOGIC NR. 2",110,"MUNICIPIUL SIGHIŞOARA",114514,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:34:03",1042,1030,10,2,0,392,389,1,2,0,375,17,1150,758,107,89,53,45,60,8,3,10
28,MUREŞ,"LICEUL TEHNOLOGIC” SFÂNTUL GHEORGHE” SÂNGEORGIU DE PĂDURE",191,"ORAŞ SÂNGEORGIU DE PĂDURE",119331,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:09",1332,1280,4,10,38,634,586,0,10,38,609,25,1400,766,43,7,535,13,1,7,0,3
28,MUREŞ,"LICEUL TEHNOLOGIC ”TRAIAN VUIA”",82,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:54",1413,1397,6,8,2,600,588,2,8,2,570,30,1570,970,160,89,192,55,30,28,10,6
28,MUREŞ,"LICEUL TEHNOLOGIC ”TRAIAN VUIA”",83,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:34",1407,1398,3,5,1,728,722,0,5,1,709,19,1570,842,186,132,200,78,56,35,18,4
28,MUREŞ,"LICEUL TEHNOLOGIC ”TRAIAN VUIA”",81,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:14",1511,1503,2,6,0,725,719,0,6,0,703,22,1700,975,163,133,202,77,64,51,6,7
28,MUREŞ,"LICEUL TEORETIC ANDREI BÂRSEANU",142,"MUNICIPIUL TÂRNĂVENI",114925,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:21:35",1246,1209,7,6,24,505,475,0,6,24,493,12,1340,835,154,160,72,63,17,19,7,1
28,MUREŞ,"LICEUL TEORETIC ANDREI BÂRSEANU",143,"MUNICIPIUL TÂRNĂVENI",114925,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:54",1247,1240,2,4,1,460,455,0,4,1,441,19,1270,810,108,143,61,84,17,16,10,2
28,MUREŞ,"LICEUL TEORETIC ”BOLYAI FARKAS”",29,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:27:49",1431,1164,242,21,4,570,544,1,21,4,550,17,1310,740,70,86,298,37,29,24,4,2
28,MUREŞ,"LICEUL TEORETIC ”BOLYAI FARKAS”,",3,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:21:03",1385,1287,55,14,29,776,733,1,13,29,768,8,1426,650,65,88,447,37,56,48,4,23
28,MUREŞ,"LICEUL TEORETIC ”JOSEPH HALTRICH”",114,"MUNICIPIUL SIGHIŞOARA",114514,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:03",1047,1027,11,6,3,352,343,0,6,3,328,24,1152,800,75,50,46,68,56,11,10,12
28,MUREŞ,"LICEUL TEORETIC ”SAMUIL MICU” SĂRMAŞU",182,"ORAŞ SĂRMAŞU",119242,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:50",792,779,1,9,3,462,450,0,9,3,436,26,864,402,117,56,229,23,4,0,3,4
28,MUREŞ,"LICEUL TEORETIC ”SAMUIL MICU” - ŞCOALA GIMNAZIALĂ SĂRMAŞU",183,"ORAŞ SĂRMAŞU",119242,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:46:18",984,976,0,7,1,601,593,0,7,1,469,132,1065,464,179,102,116,45,18,4,1,4
28,MUREŞ,"LICEUL VOCAŢIONAL ”M. EMINESCU”",33,"MUNICIPIUL TÂRGU MUREŞ",114319,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:18:07",1542,1512,12,6,12,783,765,0,6,12,773,10,1700,917,152,137,342,43,49,36,9,5
28,MUREŞ,"LIEUL TEORETIC ”BOLYAI FARKAS”",28,"MUNICIPIUL TÂRGU MUREŞ",114319,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:16",1064,952,96,13,3,428,412,0,13,3,416,12,1080,652,74,66,192,25,25,23,3,8
28,MUREŞ,"PAROHIA UNITARIANĂ VADU",551,VĂRGATA,120076,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:41:04",215,212,1,1,1,97,95,0,1,1,84,13,240,143,3,3,72,3,0,0,0,3
28,MUREŞ,"PRIMARIA BOGATA",286,BOGATA,115824,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:38",1301,1240,5,15,41,811,754,1,15,41,773,38,1391,580,287,46,241,138,29,7,16,9
28,MUREŞ,"PRIMĂRIA COMUNEI CHIBED",307,CHIBED,120478,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:40:55",1323,1299,1,3,20,644,620,1,3,20,615,29,1451,807,13,2,593,1,0,2,0,4
28,MUREŞ,"PRIMARIA COMUNEI CRAIESTI",326,CRĂIEŞTI,116340,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:10",523,494,0,10,19,355,326,0,10,19,346,9,536,181,50,240,1,39,10,1,5,0
28,MUREŞ,"PRIMĂRIA COMUNEI CUCERDEA",333,CUCERDEA,116395,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:29",592,540,1,16,35,334,283,0,16,35,311,23,590,256,83,159,3,39,14,11,2,0
28,MUREŞ,"PRIMĂRIA COMUNEI SĂRĂȚENI",498,SĂRĂŢENI,120496,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:15:56",1289,1280,2,2,5,580,573,0,2,5,542,38,1418,838,12,1,516,8,0,2,2,1
28,MUREŞ,"PRIMĂRIA COMUNEI VALEA LARGĂ",546,"VALEA LARGĂ",119974,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:00",1059,1026,0,2,31,526,493,0,2,31,495,31,1158,632,103,316,2,62,5,1,2,4
28,MUREŞ,"PRIMARIA COZMA",319,COZMA,116224,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:08",310,302,0,1,7,218,210,0,1,7,194,24,328,110,93,78,2,11,6,2,0,2
28,MUREŞ,"PRIMĂRIA CUCI",336,CUCI,116439,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:49:28",655,622,1,2,30,430,398,0,2,30,408,22,723,293,155,64,78,40,47,5,18,1
28,MUREŞ,"PRIMĂRIA MUNICIPIULUI TG.MUREŞ",12,"MUNICIPIUL TÂRGU MUREŞ",114319,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:11:32",1341,1297,23,15,6,697,674,2,15,6,682,15,1450,753,90,78,389,42,30,38,7,8
28,MUREŞ,"PRIMĂRIA ORAŞ SOVATA",195,"ORAŞ SOVATA",114854,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:24:43",1412,1364,32,5,11,644,627,1,5,11,629,12,1520,876,26,11,572,6,2,4,1,7
28,MUREŞ,"PRIMĂRIA SÎNCRAIU DE MUREŞ",500,"SÂNCRAIU DE MUREŞ",114382,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:00",1543,1523,5,12,3,871,856,0,12,3,854,17,1690,819,147,343,173,68,76,33,10,4
28,MUREŞ,"PRIMĂRIA TĂURENI",545,TĂURENI,119858,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:05",803,745,0,32,26,548,490,0,32,26,508,32,821,281,340,84,3,47,25,2,4,3
