precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
33,SĂLAJ,"CĂMIN CULTURAL",83,BĂNIŞOR,140208,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:44",477,473,0,3,1,292,288,0,3,1,278,14,520,228,39,18,149,26,4,37,5
33,SĂLAJ,"CAMIN CULTURAL BAN, NR. 55",84,BĂNIŞOR,140208,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:44:11",349,335,1,11,2,210,197,0,11,2,192,18,400,190,6,7,71,26,3,8,71
33,SĂLAJ,"ŞCOALA PECEIU, NR. 137",85,BĂNIŞOR,140208,3,PART,PRCNCT,CL,CL_SV,"2024-06-13 17:02:48",722,705,0,14,3,472,455,0,14,3,452,20,750,278,25,175,140,76,24,5,7
