precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"ȘCOALA CU CL I-VIII HORODIȘTEA",331,PĂLTINIŞ,38492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:50",901,864,0,20,17,313,276,0,20,17,284,9,974,681,47,2,78,142,1,5,5,4
7,BOTOŞANI,"SCOALA CU CL I-VIII SARAFINESTI",196,CORNI,36756,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:24:10",1133,1129,0,4,0,476,472,0,4,0,425,51,1215,739,97,4,187,65,0,3,37,32
7,BOTOŞANI,"SCOALA CU CL I-VIII SULITA",373,SULIŢA,39051,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:12:20",1302,1281,0,5,16,755,734,0,5,16,706,49,1400,645,327,12,174,49,7,5,12,120
7,BOTOŞANI,"SCOALA CU CL.I-VIII VICTORIA",276,HLIPICENI,37734,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:24",1097,1087,1,3,6,522,512,1,3,6,486,36,1203,681,180,5,236,45,2,1,13,4
7,BOTOŞANI,"SCOALA CUCORĂNI",309,"MIHAI EMINESCU",38063,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:54",679,673,1,0,5,412,406,1,0,5,390,22,800,388,120,1,237,13,2,3,10,4
7,BOTOŞANI,"ȘCOALA CUZLĂU",330,PĂLTINIŞ,38492,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:04:04",467,456,1,5,5,185,175,0,5,5,169,16,500,315,29,5,37,89,1,3,2,3
7,BOTOŞANI,"ŞCOALA DACIA",325,NICŞENI,38456,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:18",137,132,0,5,0,78,73,0,5,0,72,6,200,122,34,2,23,6,0,1,4,2
7,BOTOŞANI,"SCOALA DIMITRIE POMPEIU BROSCAUTI",169,BROSCĂUŢI,36426,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:11:14",1490,1464,0,2,24,885,859,0,2,24,847,38,1600,715,417,12,358,37,3,3,10,7
7,BOTOŞANI,"ȘCOALA DOBIRCENI",232,DOBÂRCENI,37100,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:26",628,613,1,1,13,354,340,0,1,13,323,31,650,296,118,5,155,28,2,0,11,4
7,BOTOŞANI,"SCOALA DRAGALINA",216,CRISTINEŞTI,36952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:59",571,517,0,37,17,342,288,0,37,17,318,24,605,263,99,16,138,46,2,6,9,2
7,BOTOŞANI,"SCOALA DRAXINI",161,BĂLUŞENI,36300,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:18",1490,1428,0,11,51,762,700,0,11,51,709,53,1600,838,355,13,262,30,7,4,11,27
7,BOTOŞANI,"ŞCOALA EŞANCA",119,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:12",255,248,0,7,0,111,104,0,7,0,105,6,306,195,78,2,18,3,0,0,0,4
7,BOTOŞANI,"SCOALA FLONDORA",298,MANOLEASA,37958,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:29",685,681,0,4,0,201,197,0,4,0,186,15,700,499,38,0,114,25,1,0,6,2
7,BOTOŞANI,"SCOALA FUNDU HERTII",217,CRISTINEŞTI,36952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:53",540,526,0,4,10,299,285,0,4,10,276,23,568,269,60,8,160,27,3,1,9,8
7,BOTOŞANI,"ŞCOALA GENERALĂ",377,ŞENDRICENI,39122,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:30:22",498,491,0,5,2,247,240,0,5,2,227,20,600,353,82,4,92,22,1,13,9,4
7,BOTOŞANI,"ŞCOALA GENERALA BATRANESTI",257,GORBĂNEŞTI,37459,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:36",194,192,0,0,2,108,106,0,0,2,103,5,230,122,21,1,72,7,0,0,2,0
7,BOTOŞANI,"SCOALA GENERALA BERZA",360,"SANTA MARE",38893,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:02:06",163,161,0,2,0,102,100,0,2,0,91,11,200,98,8,4,54,8,0,0,3,14
7,BOTOŞANI,"SCOALA GENERALA BODEASA",135,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:17",331,320,0,8,3,157,146,0,8,3,125,32,400,243,14,9,90,10,0,0,2,0
7,BOTOŞANI,"SCOALA GENERALA BOGDANESTI",361,"SANTA MARE",38893,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:56",315,304,1,5,5,168,160,0,3,5,157,11,350,182,30,0,74,41,0,0,4,8
7,BOTOŞANI,"ŞCOALA GENERALĂ COBÎLA",376,ŞENDRICENI,39122,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:24",766,757,0,7,2,424,415,0,7,2,394,30,800,376,94,10,170,69,1,23,16,11
7,BOTOŞANI,"SCOALA GENERALA CU CLASELE I-IV",367,STĂUCENI,35884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:12",591,572,1,12,6,343,325,0,12,6,301,24,632,307,84,8,145,39,2,3,9,11
7,BOTOŞANI,"SCOALA GENERALA CU CLASELE I-IV",365,STĂUCENI,35884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:45",440,431,0,4,5,277,268,0,4,5,259,18,503,226,60,3,163,20,1,0,6,6
7,BOTOŞANI,"SCOALA GENERALA CU CLASELE I-IV COSTINESTI",288,LEORDA,37850,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:56",168,159,0,7,2,128,119,0,7,2,117,11,200,72,35,4,63,4,5,0,3,3
7,BOTOŞANI,"SCOALA GENERALA CU CLASELE I-VIII PATRIARH TEOCTIST ARAPASU",366,STĂUCENI,35884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:34",880,861,1,5,13,449,430,1,5,13,405,44,1000,551,85,4,201,90,3,3,8,11
7,BOTOŞANI,"ŞCOALA GENERALA DOINA",348,RĂUSENI,38679,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:51:57",410,409,0,1,0,215,214,0,1,0,181,34,450,235,62,4,103,8,1,1,2,0
7,BOTOŞANI,"ŞCOALA GENERALĂ GEORGE COSBUC",258,GORBĂNEŞTI,37459,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:13:35",197,190,0,6,1,105,98,0,6,1,96,9,220,115,18,2,66,5,0,1,1,3
7,BOTOŞANI,"SCOALA GENERALA ILISENI",362,"SANTA MARE",38893,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:34:03",358,354,0,2,2,191,187,0,2,2,175,16,400,209,38,2,95,27,0,0,1,12
7,BOTOŞANI,"SCOALA GENERALA NR. 1 LEORDA",287,LEORDA,37850,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:41",1104,1059,0,0,45,733,688,0,0,45,700,33,1200,460,328,16,302,33,4,3,6,8
7,BOTOŞANI,"SCOALA GENERALA NR. 1 SAVENI",133,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:46",1567,1555,0,1,11,670,658,0,1,11,640,30,1700,1022,170,10,402,32,0,2,13,11
7,BOTOŞANI,"SCOALA GENERALA NR.2 DUMENI",252,"GEORGE ENESCU",37397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:10:45",818,797,0,6,15,488,467,0,6,15,450,36,850,364,128,11,276,17,2,1,8,7
7,BOTOŞANI,"ŞCOALA GENERALĂ NR. 2 IONĂŞENI",389,TRUŞEŞTI,39328,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:21",737,728,0,8,1,379,370,0,8,1,346,33,800,421,115,5,154,60,1,2,6,3
7,BOTOŞANI,"SCOALA GENERALA NR. 2 SAVENI",134,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:51",1517,1480,0,3,34,696,661,0,3,32,636,60,1600,904,147,11,423,25,1,2,12,15
7,BOTOŞANI,"ŞCOALA GENERALĂ NR. 4 BUHĂCENI",387,TRUŞEŞTI,39328,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:21",618,593,0,12,13,383,358,0,12,13,364,19,710,327,248,3,66,39,0,1,6,1
7,BOTOŞANI,"SCOALA GENERALA NR. 4 OROFTIANA",371,SUHARĂU,38982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:37",702,696,0,3,3,324,318,0,3,3,302,22,750,426,58,5,104,44,32,11,8,40
7,BOTOŞANI,"ŞCOALAGENERALĂ PARAU NEGRU",312,MIHĂILENI,38161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:14",423,407,0,7,9,206,190,0,7,9,194,12,500,294,66,0,60,40,0,0,6,22
7,BOTOŞANI,"SCOALA GENERALA PETRICANI",137,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:15",968,937,1,7,23,394,364,0,7,23,362,32,1000,606,89,14,230,13,1,4,4,7
7,BOTOŞANI,"SCOALA GENERALA POPENI",254,"GEORGE ENESCU",37397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:04:21",425,420,0,1,4,230,225,0,1,4,216,14,500,270,47,2,147,7,0,2,5,6
7,BOTOŞANI,"SCOALA GENERALA RINGHILESTI",363,"SANTA MARE",38893,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:01",306,299,1,4,2,156,150,0,4,2,142,14,334,178,49,2,49,22,0,0,3,17
7,BOTOŞANI,"ŞCOALA GENERALĂ ROGOJESTI",313,MIHĂILENI,38161,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:16",443,424,0,3,16,211,192,0,3,16,203,8,467,256,65,21,71,20,2,0,4,20
7,BOTOŞANI,"SCOALA GENERALA SILISCANI",259,GORBĂNEŞTI,37459,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:16",284,264,0,18,2,166,146,0,18,2,144,11,300,145,24,3,109,0,1,1,6,0
7,BOTOŞANI,"SCOALA GENERALA SOCRUJENI",260,GORBĂNEŞTI,37459,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:58:39",607,594,0,8,5,316,303,0,8,5,283,33,646,330,38,6,175,49,4,3,2,6
7,BOTOŞANI,"SCOALA GENERALA STANESTI",296,LUNCA,37912,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:36:55",106,96,0,8,2,65,55,0,8,2,59,6,181,116,45,3,7,3,0,0,1,0
7,BOTOŞANI,"SCOALA GENERALA STINCA",255,"GEORGE ENESCU",37397,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:08:42",287,283,0,3,1,177,173,0,3,1,172,5,322,145,51,0,107,7,0,0,4,3
7,BOTOŞANI,"ȘCOALA GENERALĂ STOLNICENI",350,RĂUSENI,38679,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:01",160,153,0,7,0,70,63,0,7,0,60,10,173,103,24,4,27,3,1,0,1,0
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALECU IVAN GHILEA”",375,ŞENDRICENI,39122,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:41",1224,1209,1,3,11,644,629,1,3,11,604,40,1300,656,148,6,322,45,3,23,44,13
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA ”DOROHOI",103,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:45:57",802,779,4,7,12,337,318,0,7,12,322,15,900,563,114,4,160,25,1,1,5,12
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA” DOROHOI",96,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:43:41",1333,1332,0,1,0,506,505,0,1,0,481,25,1498,992,182,6,201,34,1,11,35,11
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA” DOROHOI",95,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:18:50",1046,1041,1,4,0,373,369,0,4,0,362,11,1107,734,109,2,193,28,1,2,21,6
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ ” AL. I. CUZA” VORONA",425,VORONA,39872,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:46:52",781,771,2,3,5,354,345,1,3,5,320,34,855,501,159,2,77,42,11,1,11,17
7,BOTOŞANI,"SCOALA GIMNAZIALA BOBULESTI",141,"ORAŞ ŞTEFĂNEŞTI",39168,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:30:17",1112,1074,0,5,33,603,565,0,5,33,567,36,1209,606,377,9,148,22,3,0,4,4
7,BOTOŞANI,"ŞCOALA GIMNAZIALÃ, CÂNDEȘTI",175,CÂNDEŞTI,39967,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:20",1080,1052,3,11,14,534,509,0,11,14,492,42,1100,566,158,60,192,55,9,5,9,4
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN COMICESCU”",128,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:16",1375,1345,3,10,17,664,634,3,10,17,631,33,1500,36,529,6,59,21,3,1,7,5
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ CONSTATIN TINCU LIȘNA",370,SUHARĂU,38982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:52:46",680,677,1,0,2,370,367,1,0,2,353,17,750,380,147,4,122,27,1,14,8,30
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE POMPEIU”",170,BROSCĂUŢI,36426,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:35",1234,1214,0,2,18,654,634,0,2,18,606,27,1365,731,321,23,205,38,0,2,10,7
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” DIMITRIE ROMANESCU” DOROHOI",104,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:42:27",911,906,1,4,0,413,409,0,4,0,398,15,998,585,150,2,187,20,4,3,17,15
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ROMANESCU” DOROHOI",105,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:48:13",1120,1111,0,5,4,448,439,0,5,4,425,23,1200,752,130,7,204,31,1,7,29,16
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ELENA RAREȘ”",46,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:06",958,958,0,0,0,356,356,0,0,0,336,20,1100,744,154,2,110,33,5,3,10,19
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ELENA RAREȘ”",44,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:49:45",1203,1196,1,6,0,495,489,0,6,0,478,17,1300,805,206,3,181,38,7,9,6,28
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ELENA RAREȘ”",47,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:50:19",1237,1229,1,7,0,516,509,0,7,0,494,20,1400,886,195,1,193,39,12,6,26,22
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ELENA RAREȘ”",45,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:06:58",1308,1299,1,8,0,524,516,0,8,0,502,22,1400,876,220,5,178,43,8,6,24,18
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ ”FLORICĂ MURARIU” MITOC",322,MITOC,38376,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:38:33",931,917,0,1,13,551,537,0,1,13,488,63,1000,449,114,13,334,18,0,0,7,2
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”GEORGE HAZGAN”",407,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:15:12",1945,1935,0,10,0,45,35,0,10,0,44,1,2100,2055,35,0,7,2,0,0,0,0
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”GEORGE HAZGAN”",408,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:28",2006,2003,0,3,0,58,55,0,3,0,53,5,2200,2142,44,1,7,0,0,0,1,0
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",76,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:25",1104,1095,3,6,0,442,435,1,6,0,419,23,1200,758,165,6,159,41,5,6,13,24
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",74,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:19",753,745,0,7,1,308,300,0,7,1,298,10,901,593,143,3,102,21,3,3,7,16
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",75,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:52:30",1141,1131,1,9,0,465,456,0,9,0,433,23,1200,744,161,5,187,26,6,5,18,25
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",77,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:13",724,718,0,6,0,308,302,0,6,0,289,19,807,499,123,3,112,19,6,7,8,11
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",73,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:33:00",915,907,0,8,0,349,341,0,8,0,331,18,1006,657,128,6,138,29,6,4,12,8
7,BOTOŞANI,"SCOALA GIMNAZIALA ” IANCU MUNTEANU” TATARASENI",266,HAVÂRNA,37547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:27:14",608,598,1,1,8,317,308,0,1,8,294,23,608,291,104,6,118,46,1,0,12,7
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” IOAN CERNAT” HAVÂRNA -CORPUL 2",263,HAVÂRNA,37547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:41:04",957,943,0,3,11,454,440,0,3,11,416,38,1000,539,160,10,143,81,1,2,9,10
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” IOAN CERNAT” HAVÂRNA -CORPUL 2",262,HAVÂRNA,37547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:03:17",849,835,0,0,14,413,399,0,0,14,373,39,1000,588,175,9,111,53,5,3,8,9
7,BOTOŞANI,"ȘCOALA.GIMNAZIALĂ ”ION BOJOI”",123,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:55",1097,1078,0,5,14,493,474,0,5,14,473,20,1200,707,361,8,46,26,3,0,12,17
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ ”LEON DĂNĂILĂ”",114,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:34:06",1611,1608,0,2,1,516,513,0,2,1,498,18,1800,1284,336,6,108,17,2,5,9,15
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ”LEON DĂNĂILĂ”",113,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:55",1629,1621,0,2,6,586,578,0,2,6,554,32,1800,1214,378,7,129,11,0,3,17,9
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAI CONSTANTINEANU” DOROBANȚI",326,NICŞENI,38456,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:53:36",1223,1204,2,9,8,677,659,1,9,8,629,48,1300,623,414,4,133,56,3,5,12,2
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” DOROHOI",100,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:50:31",1144,1137,0,7,0,433,426,0,7,0,419,14,1293,860,127,5,221,20,4,7,21,14
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” DOROHOI",99,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:31",1256,1250,0,6,0,475,469,0,6,0,461,14,1397,92,157,7,203,46,5,5,22,16
7,BOTOŞANI,"ȘCOALA .GIMNAZIALĂ ”MIHAIL STURZA”",122,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:53:19",875,862,0,5,8,354,341,0,5,8,334,7,1000,646,234,4,44,32,1,1,9,9
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAIL STURZA”",121,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:58:57",627,617,0,6,4,271,261,0,6,4,256,15,700,429,181,10,36,17,0,0,5,7
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ „NECULAI LEON” BĂICENI",220,CURTEŞTI,35759,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:50",755,747,2,5,1,385,377,2,5,1,352,33,800,415,158,9,148,20,0,2,15,0
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ „NICOLAE IORGA” DERSCA",229,DERSCA,37011,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:07:44",1153,1110,0,8,35,643,600,0,8,35,591,52,1251,608,146,6,375,31,2,2,24,5
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 1",163,BLÂNDEŞTI,39983,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 22:08:36",586,576,0,1,9,319,309,0,1,9,297,22,605,286,155,3,102,15,0,0,5,17
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 10",61,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:12:01",1270,1257,6,7,0,572,565,0,7,0,543,29,1406,834,235,6,195,41,3,1,19,43
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 10",62,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:50:14",1313,1306,0,7,0,580,573,0,7,0,558,22,1400,820,243,6,212,40,4,3,19,31
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 10",63,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:15",1313,1305,3,5,0,639,634,0,5,0,605,34,1400,761,311,8,182,29,7,4,17,47
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",48,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:54",1047,1036,4,7,0,444,437,0,7,0,435,9,815,371,185,2,170,29,4,2,13,30
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",50,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:12:08",1121,1112,1,8,0,514,506,0,8,0,492,22,1200,686,221,2,182,28,9,4,17,29
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",51,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:06:01",977,969,3,5,0,406,401,0,5,0,393,13,1113,707,126,4,177,31,4,6,15,30
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",49,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:36",773,765,0,8,0,373,365,0,8,0,351,22,908,535,174,2,109,36,7,2,8,13
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",52,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:10",571,560,5,5,1,237,231,0,5,1,227,10,700,463,114,4,72,9,5,1,4,18
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 13",16,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:53",1250,1242,1,6,1,518,511,0,6,1,504,14,1405,887,182,7,214,40,3,6,25,27
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 13",17,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:43",1420,1415,0,5,0,552,547,0,5,0,531,21,1503,950,207,20,214,41,8,2,11,28
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 17",10,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:54:46",1382,1375,0,7,0,607,600,0,7,0,567,40,1407,800,217,3,231,31,10,14,18,43
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR. 1 ADĂȘENI",143,ADĂŞENI,40035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:17",1457,1386,0,17,54,442,371,0,17,54,401,41,1465,1023,79,11,141,156,4,2,6,2
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.1 AVRĂMENI",153,AVRĂMENI,36202,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:34",1260,1213,0,20,27,652,605,0,20,27,620,32,1300,648,150,16,323,50,4,5,19,53
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 1 COPĂLĂU",181,COPĂLĂU,36569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:27:59",975,952,1,0,22,528,505,1,0,22,495,33,1100,572,315,4,124,19,3,1,12,17
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR.1 COPĂLĂU",180,COPĂLĂU,36569,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:19",1259,1237,2,3,17,683,663,1,3,16,639,44,1300,617,354,28,212,25,1,0,3,16
