precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
9,BRĂILA,"CAMIN CULTURAL M.MIRESII",214,"MOVILA MIRESII",43652,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:12:13",1140,1130,0,3,7,700,690,0,3,7,671,29,1265,565,239,46,376,10
9,BRĂILA,"SCOALA ESNA",215,"MOVILA MIRESII",43652,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:38:58",260,252,0,5,3,178,170,0,5,3,172,3,280,105,55,9,108,0
9,BRĂILA,"SCOALA TEPES VODA",216,"MOVILA MIRESII",43652,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:43:14",748,741,0,7,0,391,384,0,7,0,385,6,866,475,85,28,267,5
9,BRĂILA,"SCOALA VECHE",213,"MOVILA MIRESII",43652,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:39:41",1061,1048,0,7,6,649,636,0,7,6,608,41,1160,510,257,32,309,10
