precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DIACONU TEMISTOCLE-PARTIDUL SOCIAL DEMOCRAT-voturi","MOROŞANU IONUŢ-CRISTIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","CARANFIL VALERICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 PĂDURENI",398,PĂDURENI,165185,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:24",1081,1068,0,5,8,503,490,0,5,8,484,19,1152,649,322,20,142
39,VASLUI,"ŞCOALA PRIMARA DAVIDEŞTI",399,PĂDURENI,165185,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:11:06",402,390,0,5,7,172,160,0,5,7,168,4,400,228,110,14,44
39,VASLUI,"ŞCOALA PRIMARA IVĂNEŞTI",400,PĂDURENI,165185,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:03:23",321,305,0,10,6,144,128,0,10,6,136,8,372,228,73,22,41
39,VASLUI,"ŞCOALA PRIMARA RUSCA",401,PĂDURENI,165185,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:43:03",507,502,0,4,1,192,187,0,4,1,187,5,520,328,114,36,37
39,VASLUI,"ŞCOALA PRIMARA VĂLENI",402,PĂDURENI,165185,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:09",811,788,0,3,20,373,350,0,3,20,345,28,960,587,170,31,144
