precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BARBU VASILICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","SAVU GHEORGHE-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CHEŞCU VASILE-UNIUNEA SALVAȚI ROMÂNIA-voturi","SITARU CĂTĂLIN-COSTEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 BOGDANA",217,BOGDANA,162595,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:47:28",404,398,0,3,3,237,231,0,3,3,232,5,450,213,135,60,10,27
39,VASLUI,"ŞCOALA PRIMARĂ GĂVANU (CORPUL ALĂTURAT)",218,BOGDANA,162595,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:05:36",99,92,0,7,0,52,45,0,7,0,51,1,101,49,30,12,2,7
39,VASLUI,"ŞCOALA PRIMARĂ LACU BABEI",219,BOGDANA,162595,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:38:06",344,343,0,1,0,177,176,0,1,0,165,12,373,196,94,34,18,19
39,VASLUI,"ŞCOALA SUCEVENI",220,BOGDANA,162595,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:16:03",147,143,0,4,0,79,75,0,4,0,74,5,159,80,33,29,3,9
39,VASLUI,"ŞCOALA VERDEŞ",221,BOGDANA,162595,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:13:12",156,155,0,1,0,78,77,0,1,0,74,4,172,94,44,18,0,12
